OlinkID,wmh_6_nobs,wmh_6_beta,wmh_6_se,wmh_6_pvalue,wmh_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20449,948,-0.06090994707292676,0.031318812087430016,0.052094582686109725,0.7182663452429185,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,948,-0.03898058813955755,0.028577557626703297,0.17288736573193472,0.820689083731335,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,948,0.0187872981280632,0.030446782265425597,0.5373497268770135,0.8934150830743494,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,948,0.04442311083025367,0.028899051242246947,0.12458734738042966,0.7892432090729022,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,948,-0.01632317943568753,0.030434386011656534,0.5918512845159392,0.898224976448645,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,948,-0.02674907053365077,0.027589014993826315,0.33251929754935505,0.837705851511956,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,948,0.06872012296268136,0.02928895326938152,0.01917001236461809,0.644404475242287,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,948,0.025106754636346165,0.029511762626144893,0.39513338933518327,0.856105992859782,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,948,0.02185801092899602,0.029742005506398706,0.46257236499123233,0.8745789281173171,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
OID20458,948,9.214543158101213e-4,0.033044853548244144,0.9777598632701648,0.9922124073857282,22.895760871873936,O95715,CXCL14,Inflammation,Unique Protein
OID20459,948,0.04881693526485642,0.03134397131999683,0.11970041965088124,0.7828750180099703,42.91391019809134,Q03426,MVK,Inflammation,Unique Protein
OID20460,948,0.0809971106722258,0.03777415060214271,0.03227063018092968,0.6611892700729087,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,948,-0.010965283606695622,0.030000218105585855,0.7148158929565097,0.9320756529083535,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,948,-0.023324630711969434,0.029584282365321776,0.4306552682382647,0.8638175655543886,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,948,0.03965105851547983,0.030250239723525713,0.19025821660284836,0.820689083731335,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,948,0.0380929514158408,0.029222390030797317,0.19270704830419813,0.820689083731335,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,948,0.004768731562182878,0.029476291789687144,0.8715125681227316,0.9644537883246134,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,948,0.039121032017773456,0.030005350878829544,0.19262240045823154,0.820689083731335,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
