OlinkID,fa_6_nobs,fa_6_beta,fa_6_se,fa_6_pvalue,fa_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20453,1187,-0.015535804601087272,0.027005172153830935,0.5652053508159229,0.7767255479242796,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,1187,-0.009290704563276006,0.025883030195197918,0.7196972460904779,0.8602368587971723,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,1187,-0.07560441773372645,0.02624094655364947,0.004034121967230949,0.12156431453830993,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,1187,0.0034512571211208474,0.0267740207630518,0.897456299725945,0.9477112587062635,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,1187,-0.029965184740755536,0.026972129153773984,0.2668092076953174,0.6279249187017687,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
OID20458,1187,0.06669565449550621,0.028945163155041132,0.021384783172990206,0.27524487776615614,22.895760871873936,O95715,CXCL14,Inflammation,Unique Protein
OID20459,1187,-0.03227721133469092,0.027337093532338427,0.23795643640259728,0.6212489686356768,42.91391019809134,Q03426,MVK,Inflammation,Unique Protein
OID20460,1187,-0.057598351632687436,0.0338569598353154,0.08916506725105626,0.4919662844790267,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,1187,0.018253244841324952,0.027133921151405564,0.5012644323259025,0.7432673478861164,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,1187,-0.02791414596022366,0.026663037699317275,0.29535042575956383,0.636837980282885,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,1187,-0.039787617079419225,0.027131816396980295,0.14279164776929762,0.5641073617050206,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,1187,-0.008324454938865916,0.026431022485618433,0.7528554110300758,0.8732771119180807,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,1187,-0.04214357267511442,0.026495373659477427,0.11196835222121822,0.515550015919626,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,1187,-0.028048117662740985,0.026707173052062126,0.2938379090146638,0.63668510604141,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
OID20467,1187,-0.05394145393297454,0.026429389751305193,0.04147741217609009,0.37649022080218925,71.34113034190173,Q9Y2J8,PADI2,Inflammation,Unique Protein
OID20468,1187,0.015370088977204443,0.026399700769895004,0.5605389917998809,0.7723589341804362,34.678108091141276,Q04759,PRKCQ,Inflammation,Unique Protein
OID20469,1187,-0.03383953111331093,0.026968153990816666,0.20980235660260466,0.6070352338748191,36.018458890942085,Q16552,IL17A,Inflammation,Unique Protein
OID20470,1187,-0.051671707057333205,0.026285567292961724,0.04955893669791888,0.38663625265768853,55.484820070661044,Q12968,NFATC3,Inflammation,Unique Protein
OID20471,1187,-0.01024046416701855,0.026468211039983307,0.6989027243236439,0.8491067267320246,32.05506790402733,Q14435,GALNT3,Inflammation,Unique Protein
OID20472,1187,0.001685608952415504,0.026804411848554956,0.9498683735281557,0.9736639807036928,227.40039641593364,P05113,IL5,Inflammation,Unique Protein
OID20474,1187,-0.028962442504560804,0.02688184216695679,0.28152364769928606,0.6308434998221191,93.5573090043232,Q92844,TANK,Inflammation,Unique Protein
OID20475,1187,-0.02582647153674228,0.026903451782964733,0.33726846169164615,0.6580768531776532,53.147909247082914,O43597,SPRY2,Inflammation,Unique Protein
OID20476,1187,-0.017846904112498948,0.026500812774154347,0.5007951260866554,0.7432673478861164,57.45545121182689,P13693,TPT1,Inflammation,Unique Protein
OID20477,1187,-0.06626239768801806,0.02779315099639583,0.017277681939176746,0.24756207994222368,29.84380214223052,Q9P0M4,IL17C,Inflammation,Unique Protein
OID20478,1187,-0.04099145998860547,0.027211464063069794,0.13223225923070825,0.5495140130906823,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,1187,-0.015684659623364437,0.026508003485373213,0.5541685016444784,0.7708249925228526,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,1187,-0.014966370400257174,0.02679124299645284,0.5765212516973846,0.7823452268855409,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,1187,-0.012310733007156724,0.02848597864952124,0.6656984940398631,0.8322654824972283,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,1187,-0.0014857749931664688,0.027080848483469994,0.9562558063417477,0.9768568376022122,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,1187,-0.030937091842523624,0.0267986694294484,0.24856012536404548,0.6231092072813037,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,1187,-0.0344925698224429,0.027188015876779225,0.20481072165239528,0.6059329346052139,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,1187,-0.023166780497172773,0.026948207437480214,0.3901419347164551,0.6824565381066416,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,1187,-0.014297008125468271,0.027311978527939127,0.6007457586109513,0.7942016519311672,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,1187,0.012317535650965652,0.027831235387839215,0.6581513362918369,0.8263644140812024,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,1187,0.011849557878215674,0.02631893315462944,0.6526280831292435,0.8229645759218199,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,1187,-0.02527444382719682,0.026402574954185038,0.33862693609939265,0.6580768531776532,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,1187,-0.053551477143280866,0.02962202049654829,0.07088911076784885,0.44473047697817614,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,1187,-0.04527141152327886,0.027407970233316464,0.09885050972219396,0.506871336854732,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,1187,-4.7171697837533e-5,0.026331992808579868,0.9985709572989617,0.9995589734024681,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,1187,-0.008508308034198922,0.028575612082877212,0.7659487635305064,0.8802689497482185,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
OID20494,1187,-0.021724257276450876,0.026726133360298304,0.41647044835092106,0.6996224830630702,27.215383032164432,P01591,JCHAIN,Inflammation,Unique Protein
OID20495,1187,0.019552727748574982,0.02662062469915713,0.4627933816867277,0.7243878341505211,48.11407969094256,P01579,IFNG,Inflammation,Unique Protein
OID20496,1187,-0.07891410039830607,0.02638210601749901,0.002836782174138759,0.10364892868759491,42.45631465890214,Q13291,SLAMF1,Inflammation,Unique Protein
OID20497,1187,-0.012541356245177814,0.027260356978823837,0.6455594192996557,0.8189974750924016,30.128035539841946,Q8N8S7,ENAH,Inflammation,Unique Protein
OID20498,1187,0.02871325659194302,0.029234656580841963,0.3262207506789223,0.6521380639964443,36.92574890220236,Q13261,IL15RA,Inflammation,Unique Protein
OID20500,1188,-0.04718377450455627,0.02634464592430879,0.07354726363212861,0.45680142069230256,43.30907682387938,P09874,PARP1,Inflammation,Unique Protein
OID20501,1188,0.013888847122558732,0.02755894925753672,0.6143777874763878,0.8009707731161871,62.78308820519409,Q0Z7S8,FABP9,Inflammation,Unique Protein
OID20502,1188,-0.016030096364643222,0.02701179191717598,0.5529954298336242,0.770818140869663,41.679833530779945,P78362,SRPK2,Inflammation,Unique Protein
OID20503,1188,-0.014608874041119522,0.027208024415138803,0.5914157687559065,0.7885732852644282,53.39188622314336,P09038,FGF2,Inflammation,Unique Protein
OID20504,1188,-0.0011433211594544623,0.02718476845479601,0.9664600651889346,0.9812767695534871,99.68422521826136,O43736,ITM2A,Inflammation,Unique Protein
OID20505,1188,-0.019812576452001553,0.02710907421440753,0.465018398057333,0.7260944324367439,48.30109230697975,O14867,BACH1,Inflammation,Unique Protein
OID20506,1188,-0.007391163382059342,0.0263947571769266,0.7795083996050973,0.8844257663420315,83.44692941519092,Q8IU57,IFNLR1,Inflammation,Unique Protein
OID20507,1188,-0.003883095273730701,0.027108587315668696,0.8861233957155623,0.9426496308070192,76.43223444512378,Q12933,TRAF2,Inflammation,Unique Protein
OID20508,1188,-0.03395951327465205,0.026729243370185913,0.2041577426218419,0.6046130513512096,46.51509694776605,Q06520,SULT2A1,Inflammation,Unique Protein
OID20509,1188,-0.070551236627484,0.02934449507884416,0.01635998182831967,0.24275962502968756,37.36635761639649,O60575,SPINK4,Inflammation,Unique Protein
OID20510,1188,-0.013276299995123177,0.02717161690084034,0.6252095500984551,0.8068377549394191,64.45880806202582,Q9Y5A7,NUB1,Inflammation,Unique Protein
OID20511,1188,0.001742464178195308,0.033985782523748974,0.9591187727238262,0.9775119151575119,54.50712608163738,O60542,PSPN,Inflammation,Unique Protein
OID20512,1188,-0.01810155768498555,0.026716456417561294,0.49819453774547595,0.741331201814917,34.70943459958243,P30838,ALDH3A1,Inflammation,Unique Protein
OID20513,844,-0.021613452896728717,0.03089614888517493,0.484402857696267,0.7361259646548247,15.682269173284974,O43521-2,BCL2L11,Inflammation,Unique Protein
OID20514,1188,-2.633488706517887e-4,0.026593748906335053,0.9921006286713541,0.9974325223403557,44.70559502976316,O60880,SH2D1A,Inflammation,Unique Protein
OID20515,1188,-0.01954182016535664,0.02708937933339387,0.4708172385225703,0.7296918283146728,60.081422057647885,Q12778,FOXO1,Inflammation,Unique Protein
OID20516,1188,-0.030394230937146216,0.02711134563435272,0.26247886103318824,0.6261110700624076,53.30873905513184,Q7L8A9,VASH1,Inflammation,Unique Protein
OID20517,844,-0.031084653973556912,0.03151779104498276,0.3242935501427813,0.6520384841462713,31.23319857161131,P55957,BID,Inflammation,Unique Protein
OID20519,1188,-0.008339798069849134,0.02712177599778183,0.7585214232291959,0.8776399230863953,75.02816785034094,Q6UB28,METAP1D,Inflammation,Unique Protein
OID20520,1188,0.03724704128313327,0.026450415324384,0.15934100792083752,0.577775404219513,71.41855606479862,P01903,HLA-DRA,Inflammation,Unique Protein
OID20521,1188,-0.03873384590112726,0.02672934227029315,0.1475725331423138,0.572868253629371,110.97108267175035,Q92609,TBC1D5,Inflammation,Unique Protein
OID20522,1188,-0.0656099984827851,0.02691148968385564,0.014916395277575894,0.23567904538569912,48.722202726570735,P01588,EPO,Inflammation,Unique Protein
OID20523,1188,-0.09379547412730624,0.027992719769100623,8.316405889996792e-4,0.0544848658642788,73.8302470220435,P80098,CCL7,Inflammation,Unique Protein
OID20524,1188,-0.020896981637629895,0.027146849941717368,0.441587630180171,0.7131274270810165,101.9112873812316,Q9UN19,DAPP1,Inflammation,Unique Protein
OID20525,1188,-0.023934843600576815,0.027029966209196333,0.3760718589598683,0.6743914378771135,92.21140517434728,Q9UNE0,EDAR,Inflammation,Unique Protein
OID20526,1188,-0.02999955085011136,0.026834520338314866,0.26381828136407026,0.6267598059897551,69.31220536517434,Q9C035,TRIM5,Inflammation,Unique Protein
OID20527,1188,0.01360420069134582,0.02721587847942724,0.6172653176037621,0.8025880582994451,47.96321183811114,Q8N608,DPP10,Inflammation,Unique Protein
OID20528,1188,-0.0012257862190981684,0.02627132635574391,0.9627931604085274,0.979549045553124,35.370311091525835,P23229,ITGA6,Inflammation,Unique Protein
OID20529,1188,0.012810992540907234,0.0279981150515686,0.6473486160381153,0.820199395179632,85.77068448749249,Q6DN72,FCRL6,Inflammation,Unique Protein
OID20530,1188,-0.053695667098839155,0.026962915048275114,0.046660935690690575,0.38305969088694436,70.62788936127308,P33241,LSP1,Inflammation,Unique Protein
OID20531,1188,-0.005765280242511626,0.027010537996115917,0.8310164204417547,0.9140297804611478,47.40678950301222,Q9UNK0,STX8,Inflammation,Unique Protein
OID20532,1188,0.007880413464503392,0.028168487064415857,0.7797109066856149,0.8844257663420315,27.811981883847615,P13747,HLA-E,Inflammation,Unique Protein
OID20533,1188,-0.03357188504103131,0.026930010086530766,0.2127797184436042,0.6109344283039124,102.85456666246957,P19474,TRIM21,Inflammation,Unique Protein
OID20534,1188,-0.027633639574349438,0.02676065488919312,0.3019931623418138,0.641505283348708,96.05089974165296,O75475,PSIP1,Inflammation,Unique Protein
OID20535,1188,-0.026503896554581182,0.027075691435362363,0.32783980270972435,0.6521380639964443,66.34786773764874,P13232,IL7,Inflammation,Unique Protein
OID20536,1188,-0.02125410862882273,0.027186116020581942,0.434489423473839,0.7077216193181782,71.15817713678194,Q8IVG5,SAMD9L,Inflammation,Unique Protein
OID20537,1188,-0.011456313281404529,0.027024265160471187,0.6716966453155115,0.8356181116727922,58.00730195794487,Q96LC7,SIGLEC10,Inflammation,Unique Protein
OID20538,1188,-0.0019732024313134366,0.027320105124576045,0.9424349029174148,0.968954351469435,86.09319063975178,B1AKI9,ISM1,Inflammation,Unique Protein
OID20539,1188,-0.040847734076831274,0.029782962222500514,0.17047656277037027,0.5863419190138425,50.405627485248935,Q6ZMH5,SLC39A5,Inflammation,Unique Protein
OID20540,1188,-0.03145464190676497,0.02816946691128518,0.2643841398513062,0.6267598059897551,62.63123934447196,P78410,BTN3A2,Inflammation,Unique Protein
OID20541,1188,-0.008036409235133818,0.027667307839050338,0.7715110536052486,0.8813251635892322,66.30479381023342,P12872,MLN,Inflammation,Unique Protein
OID20542,1188,-0.01661246263034965,0.0268692553122936,0.5365168948947797,0.7601895362099524,69.62510000165577,Q12765,SCRN1,Inflammation,Unique Protein
OID20543,1188,-0.0832579180544605,0.034255391732467486,0.015226532949144998,0.23800618080401512,66.5099122979768,P58294,PROK1,Inflammation,Unique Protein
OID20544,1188,-0.026984889510234145,0.027204810132655462,0.3214424927775344,0.6516163889382172,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,1188,-0.01863115476903255,0.027347575619724278,0.4958331266418782,0.7407233220203948,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,1188,-0.03868779803928771,0.027261716972408104,0.15612741275862912,0.5740382735766955,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,1188,0.03085829027935152,0.026968745196677163,0.2527635181212478,0.6231092072813037,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,1188,-0.05931831867739059,0.03063928285554007,0.05310443526474968,0.3904759642822721,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,1188,-0.010140231268270997,0.02670394479135823,0.7042160139498229,0.8512917323305758,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,1188,-0.04979167657056621,0.028561551259767285,0.0815405805777772,0.4834500549139947,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,1188,-0.02836318288130473,0.027361964635705702,0.3001393222601743,0.639436763095109,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,1188,-0.02126172858793044,0.027036906345179138,0.43179366304305933,0.7066813421471794,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,1188,-0.015164954019655215,0.027315780996841267,0.5788826699377638,0.7844571368697653,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,1188,-0.032527820555558584,0.02708535376809872,0.2300172221897741,0.621011928841924,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,1188,-0.002681285228473953,0.027128702128288357,0.921285538381128,0.9582820262999,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,1188,0.026080965297467843,0.027712884913807804,0.3468400602465267,0.6591765254230153,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,1188,-0.015046603527544281,0.02646326247145766,0.5697466352774554,0.7814966752304092,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,1188,-0.02028718050700052,0.02747354433106015,0.4604029319081199,0.7219730525576364,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,1188,-0.016189011653208837,0.027429837057682354,0.5551718701709938,0.7708249925228526,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,1188,0.017143740350216267,0.029354699808931208,0.559318662681274,0.7723219557319182,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,1188,-0.029086901271730026,0.027946851912259547,0.2981853303365955,0.6383947073024022,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,1188,-0.08076750021967857,0.026777066364442575,0.0026138119289984036,0.10094387159103387,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,1188,-0.06543137945395007,0.026561846606568622,0.013906559650305794,0.22836445987552717,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,1188,-0.012805562615527892,0.028499404717101388,0.6532783107062361,0.8233607646555707,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,1188,0.023278943899416028,0.029418760095623334,0.4289309089156499,0.7059096857624411,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,1188,-0.044085343899289524,0.026656090806962976,0.09842358687283416,0.506871336854732,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,1188,0.009517214090537476,0.031656921129593604,0.7637451209048669,0.880099274866288,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,1188,-0.0022860700554496014,0.02708935411309601,0.9327607368122934,0.9643964615945464,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,1188,0.018460734860779024,0.026520960066430697,0.4865156836638985,0.7379789015825509,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,1188,-0.03143200090488867,0.027786453284492838,0.2582020796897928,0.6258081914869522,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,1188,-0.05297824018548262,0.02678078555558947,0.04813716624167904,0.3842042672414421,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,1188,-0.036301803919451495,0.026922055362834228,0.17778814603969192,0.5878264561598976,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,1188,-0.06312132410180044,0.026693696058287947,0.01820866518626114,0.25369149612100433,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,1188,0.006292683894374319,0.026525497462582155,0.8125185096747809,0.9054485717801695,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,1188,-0.03175334085290559,0.02787174656067634,0.2548241140662533,0.6234668103875091,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,1188,-0.031928538066835925,0.027122556197466587,0.23935587175518136,0.6212489686356768,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,1188,-0.014419096356296575,0.02778522033886234,0.6038943464863277,0.7958445332639926,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,1188,-0.03165393045460579,0.026985233390595376,0.2410296009963029,0.6212489686356768,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,1188,0.03512516163193602,0.026782076378983822,0.18993897727965006,0.5900017328250979,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,1188,0.07025693733448052,0.02627757042308202,0.007607070218679242,0.1737145800718705,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,1188,-0.02518709338235144,0.0271896244875635,0.3544544731707244,0.66329732719464,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,1188,-0.034630690589277716,0.026879825919175274,0.19787670642553337,0.6000845295312273,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,1188,-0.01506387084888316,0.028244799387241587,0.5939041770013795,0.7898006867038364,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,1188,0.012862935156882369,0.02765655075948686,0.6419492299179428,0.8169531211052885,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,844,0.04342923619910237,0.031148328739163407,0.1636077494063994,0.5790250382700346,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,1188,-0.01732859988496022,0.02669259622231971,0.5163415306211463,0.7497597088949879,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,1188,-0.03612438157638818,0.02709249027161991,0.18266780581819916,0.5883599283096818,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,1188,-0.030158996396385637,0.02710314825741713,0.26604372383622654,0.6276916844098137,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,1188,-0.054849263339991086,0.02673336106286853,0.04041834181742317,0.3738696618111643,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,1188,0.01649977951384801,0.026274603386507136,0.5301426042395412,0.7559057718010628,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,1188,-0.030968210543704192,0.027434762533997258,0.2592147233454884,0.6259296926683509,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,1188,0.026275721627884472,0.026461681487659164,0.32092762663396646,0.6516163889382172,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,1188,-0.027880441922222977,0.027172411970216165,0.3050757456926824,0.641505283348708,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,1188,0.009188483187319772,0.026439025351763484,0.7282517170479132,0.8631991920641726,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,1188,-0.013797191751182386,0.02954831596657226,0.6406316954060647,0.8168561508663558,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,1188,-0.013898805860787873,0.026924426505883302,0.6058009631240604,0.7962033341778906,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,884,-0.01950613494045279,0.031048588879023047,0.5300076597917736,0.7559057718010628,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,1188,0.029490388225799264,0.028246033052181502,0.2966748976921644,0.6375269781031554,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,1188,-0.029187500450224425,0.028803346040458862,0.3111075891090409,0.6459778725884585,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,1188,-0.05493485931898697,0.027886958310977417,0.049082795849994275,0.38663625265768853,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,1188,-0.044689132713441784,0.027803270272598653,0.10824962377450023,0.515550015919626,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
