protein,Nobs_wmh,model_wmh,beta_wmh,SE_wmh,P_wmh,beta_time_wmh,SE_time_wmh,P_time_wmh,beta_int_time_wmh,SE_int_time_wmh,P_int_time_wmh,P_wmh_fdr,P_time_wmh_fdr,P_time_wmh_int_fdr
OID30680,2797,lmer,0.020672083576846214,0.019805801945103698,0.29688392351414034,0.33683459911996966,0.017156307510994954,2.3750158689041095e-78,-8.857147425782483e-5,0.016546763876126216,0.9957296790397411,0.9637176672984354,1.9124439076602513e-77,0.9981199766231699
OID30681,2797,lmer,-0.019061959875256444,0.028202077092524303,0.49926781105457074,0.04018530832020326,0.012580174240050559,0.0014243439518591718,0.0025876280772671113,0.01200779164095843,0.8294044633426789,0.9637176672984354,0.001916831202248784,0.9384620531565817
OID30682,2797,lmer,7.547520899544054e-6,0.020947097350790995,0.9997125904116513,0.2940827738485691,0.017003199690595782,2.1332308496385804e-62,0.004477621093360807,0.016383168696589644,0.7846481835304923,0.9999016157417211,9.563548732352102e-62,0.9280713375495823
OID30683,2797,lmer,-0.011482881276438667,0.028136254435699795,0.6832815952408269,0.23755168180194045,0.008532897314023654,3.5856635406621274e-143,0.03512736074756453,0.008105247385984447,1.5436708379810542e-5,0.9744539308928949,4.990902156835905e-141,9.645642433568396e-4
OID30684,2797,lmer,0.0629175270443266,0.025647274651035112,0.014341682483504935,-0.11310632200236902,0.015115487008694375,1.0990991346872232e-13,-0.01667044899093603,0.014490429338000257,0.25010746746653706,0.6654085380838878,1.9661363345720647e-13,0.6128128639093058
OID30685,2797,lmer,-0.006988303805853463,0.02639193483213401,0.7912304186852352,-0.010735957925503792,0.011885924136099714,0.36650720346117405,0.004831626595086991,0.011346723822532725,0.670290631981676,0.9872204320553253,0.401236163189892,0.8804659868210154
OID30686,2797,lmer,0.040733856698214894,0.02259768150434618,0.07178556099375356,0.14654612088930677,0.017121019288777586,2.2848338097443074e-17,0.0045422389724891574,0.016479180872511486,0.782859011544482,0.7948075560028094,4.414123744800139e-17,0.9280713375495823
OID30687,2797,lmer,0.016615872439914005,0.02629214906510314,0.5275609711322872,0.011926050477808446,0.014160479772019447,0.39977697711505267,0.009657532714544134,0.013555324367656772,0.47627335338298693,0.9637176672984354,0.4347277173018226,0.7883052162731997
OID30688,2797,lmer,-0.004711245868775701,0.027868481619462215,0.8657918689443498,0.045382180504421124,0.013716211427724868,9.548212249962562e-4,-0.03274270981398016,0.013111526180747126,0.012602059154482795,0.9904964743103358,0.001296303966866724,0.10590858459538335
OID30689,2797,lmer,0.029257565576630815,0.022417736991897575,0.19218054603333315,0.22018030901088392,0.0127385258339955,2.4944966803701796e-62,0.036216201672632314,0.012204585551300641,0.003041351502155733,0.9375324558441192,1.1166024190998522e-61,0.04077922220551013
OID30690,2797,lmer,-0.0044624639924836125,0.028628141935574072,0.8761639870809552,0.12916476488309833,0.010813281243250313,9.19847040207293e-32,0.0110147488013386,0.010297577730854395,0.28491883433784015,0.9905478526706181,2.2165811199719027e-31,0.6501133551594909
OID30691,2797,lmer,-0.02965564584057817,0.02470087461690442,0.2302174605947446,0.19113696125929155,0.013615556952568577,1.0942902277299831e-42,0.016723214709313167,0.01303850424115872,0.199791344100807,0.9575273474331655,3.102434855145238e-42,0.5563614232244789
OID30692,2797,lmer,-0.012403417799820363,0.02031866408283296,0.541720653193556,0.30503700485758567,0.017081578922028155,4.3058787204872873e-66,0.019259814887520817,0.016467383695547715,0.2423226667099273,0.9637176672984354,2.151467264954588e-65,0.6052671902820225
OID30693,2797,lmer,0.07854190423432063,0.029661158677794352,0.008233896305624235,0.08383194213383979,0.011965343516549907,3.3810156579030625e-12,-0.026833366446157303,0.011404674497678954,0.018734381347261894,0.5232104108986878,5.879065299256782e-12,0.138316024721818
OID30694,2797,lmer,0.033288858048389734,0.027544042187863382,0.2271342210827268,0.16946179989760313,0.011731854575700173,5.766371682377703e-45,0.01777892790126072,0.011190603402544944,0.11228965922868228,0.9575273474331655,1.7094426397150128e-44,0.41811805595597235
OID30696,2797,lmer,-0.019403152323130002,0.02851431205570167,0.4963753399530134,0.08265222073901866,0.013150683173973004,4.048240757519574e-10,0.0073403498229563284,0.012558533794004794,0.558960877238329,0.9637176672984354,6.733352704843879e-10,0.8203607708083291
OID30697,2797,lmer,-0.059812513892857806,0.030526199551447305,0.05036510958091476,0.01983040707886584,0.010473335767355206,0.058454388801685374,0.01336188414946005,0.009961989292574556,0.17999178880737068,0.7588516252835765,0.07072110035899269,0.5328456907526665
