OlinkID,wmh_1_nobs,wmh_1_beta,wmh_1_se,wmh_1_pvalue,wmh_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20544,939,-0.011984309632683737,0.029799262746261886,0.6876533082793237,0.9987211735591467,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,939,-0.03489854838075493,0.030080678438078177,0.2462810108229196,0.9987211735591467,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,939,-0.022113678162359818,0.030247772481920752,0.4649126763884216,0.9987211735591467,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,939,-0.051025428381722956,0.03028551263342402,0.09236195813923041,0.9213201977153234,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,939,-0.030607097162363497,0.03401327775984304,0.3684303825926576,0.9987211735591467,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,939,0.032401592036092185,0.030733965022013362,0.2920391600970082,0.9987211735591467,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,939,-0.036264198915794944,0.031014810599736008,0.24260242541998453,0.9987211735591467,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,939,6.0865708026235285e-5,0.02996023188293165,0.9983794967977511,0.9987211735591467,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,939,-0.03319894880246878,0.029727398016022206,0.26437861386078354,0.9987211735591467,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,939,-0.030148791611170976,0.0300623197320667,0.31618276094745357,0.9987211735591467,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,939,-0.01674612962776809,0.029756843869061383,0.5737308383915989,0.9987211735591467,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,939,-0.009980860173320422,0.030579789704555275,0.7442050478661221,0.9987211735591467,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,939,-0.03239171837057557,0.030313972321464502,0.2855553758108669,0.9987211735591467,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,939,0.005154661024039323,0.0310066133597148,0.8680013250556553,0.9987211735591467,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,939,-0.019570462438567138,0.030157834967815236,0.516541731684824,0.9987211735591467,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,939,-5.600956494952033e-4,0.029973327813983715,0.9850952526438224,0.9987211735591467,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,939,-0.06229214770447926,0.0323630677292457,0.05456190702939954,0.9108000999992643,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,939,-0.019058872034720852,0.032434195085235484,0.5569330677065468,0.9987211735591467,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,939,0.01408913789830638,0.03201662081928397,0.6599986319388145,0.9987211735591467,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,939,0.01158045793193758,0.02995633698828008,0.6991576283142654,0.9987211735591467,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,939,-3.14870745791088e-4,0.03098198749429878,0.9918934094346707,0.9987211735591467,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,939,-0.08297624184234276,0.033144189103009834,0.012468753333013644,0.8012403331227184,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,939,0.004099786944846001,0.029248358312768178,0.8885549863233615,0.9987211735591467,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,939,-0.07522197706219422,0.037305472689104835,0.0440489631493621,0.9103976415097776,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,939,0.01329408575926464,0.030569105978996168,0.6637463896138969,0.9987211735591467,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,939,-2.1649174763741525e-4,0.030525606797577723,0.9943428710204153,0.9987211735591467,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,939,-0.023326215121401348,0.03213992407596028,0.4681629356767084,0.9987211735591467,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,939,-0.0108297666001031,0.030447517660687477,0.7221565611827379,0.9987211735591467,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,939,-0.016954221298035015,0.0293741834041693,0.5639576188721391,0.9987211735591467,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,939,0.018637233362115577,0.03090369697040753,0.546606924354448,0.9987211735591467,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,939,0.015777526692031092,0.03053534330570864,0.6054910522345496,0.9987211735591467,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,939,0.0029525656155994116,0.02971665483030574,0.9208761385068585,0.9987211735591467,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,939,-0.020810708343303223,0.030098452448591346,0.4894743708120558,0.9987211735591467,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,939,-0.015284102014804195,0.030827728479082578,0.6201598368316694,0.9987211735591467,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,939,-0.011570428335823413,0.03009405378620399,0.7007143753202099,0.9987211735591467,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,939,-0.017160151806130942,0.03025426731664093,0.5707174661655937,0.9987211735591467,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,939,-0.02105383427070811,0.029667553871187264,0.47809472555567534,0.9987211735591467,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,939,-0.011975847992360336,0.02996900139453489,0.6895376300179726,0.9987211735591467,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,939,-0.014291181430337705,0.02961257165164417,0.6294902637550939,0.9987211735591467,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,939,-0.022901476282194397,0.03079013182902526,0.4571907638397964,0.9987211735591467,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,939,0.017189979474611518,0.03216712731235568,0.5931961007716593,0.9987211735591467,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,685,0.032204575622526314,0.03475042749918141,0.35439527848378016,0.9987211735591467,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,939,-0.00640284500305377,0.03018399547604784,0.8320545696912905,0.9987211735591467,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,939,-0.026816174444769823,0.030281652188100375,0.3760856306465702,0.9987211735591467,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,939,-0.010823917238264927,0.0300135573798596,0.7184552078571274,0.9987211735591467,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,939,0.027581798542669234,0.028998728426617326,0.3417826735836582,0.9987211735591467,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,939,0.004435774211519092,0.030349709593963367,0.8838305506245541,0.9987211735591467,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,939,-0.04735977334692615,0.031309553566102793,0.1307152090131934,0.9863252764887087,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,939,0.01603677114297355,0.029129738033639295,0.5820893833230585,0.9987211735591467,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,939,0.0024856553107952344,0.02999394501006588,0.9339713245636675,0.9987211735591467,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,939,0.0016022786254229727,0.02887745457753841,0.9557637014456841,0.9987211735591467,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,939,-0.001544527897721319,0.032440329201657854,0.9620362629097002,0.9987211735591467,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,939,0.018008995414771176,0.029638066335952472,0.5435816550487499,0.9987211735591467,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,939,-0.030914426887069968,0.03060502721340867,0.31270700925000433,0.9987211735591467,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,939,-0.019775423608711325,0.0312120840093261,0.5265100873675306,0.9987211735591467,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,939,-0.008081792070632027,0.03164963500525219,0.7985081415844564,0.9987211735591467,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,939,0.01624073327108239,0.030611599775258156,0.5958636770339387,0.9987211735591467,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,939,-0.013596042821380659,0.032699974297386386,0.6776663698348709,0.9987211735591467,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
OID20603,939,-0.06339632619076614,0.031610432294329006,0.045195058488815866,0.9103976415097776,84.86867745051259,P41217,CD200,Inflammation,Unique Protein
OID20604,685,-0.0030243072615066383,0.03532704792155989,0.9318029156930014,0.9987211735591467,55.56893756964642,P10144,GZMB,Inflammation,Unique Protein
