protein,Nobs_fa,model_fa,beta_fa,SE_fa,P_fa,beta_time_fa,SE_time_fa,P_time_fa,beta_int_time_fa,SE_int_time_fa,P_int_time_fa,P_fa_fdr,P_time_fa_fdr,P_time_fa_int_fdr
OID30818,3499,lmer,0.015439846689378707,0.022454364294888573,0.49183589522543425,0.01580549827939379,0.014430483273346392,0.2735020394445696,-0.005229286579442245,0.014428411778170232,0.7170635571108277,0.6969465150712121,0.30201981915242804,0.8311323505995023
OID30819,3499,lmer,0.006612795208801274,0.02562066673916782,0.7963733280737189,-0.021276076860692612,0.012476505456112362,0.08827183795950319,0.006970685565298,0.012438449232676584,0.5752512479238929,0.8973782721509176,0.10345572668629824,0.7298000857992791
OID30820,3499,lmer,-0.016197667255084074,0.023482182323582148,0.4904648200128183,0.03320720396308556,0.01411526377791033,0.018724113490487,-0.004657162233033499,0.014103715660988595,0.7412719931182283,0.6959362470376058,0.023063878521994728,0.8444029757929
OID30821,3499,lmer,0.007065827567286613,0.023767105110659253,0.7662937219223913,0.06991176930915839,0.013597279367507209,2.942919826095108e-7,-0.02366970340364595,0.013579168218074464,0.08144799645067256,0.8790724290342032,4.379915810425662e-7,0.25199567290505437
OID30822,3499,lmer,-0.028805001961299728,0.02674296604793827,0.2816528889760301,-0.027473072074684503,0.01149118822563132,0.01688884484286912,0.003175799086430306,0.011440904796190612,0.7813570670810083,0.528013421771483,0.020873612463300818,0.8670868288070567
OID30823,3499,lmer,-0.04126362428693902,0.027010419653897413,0.1268550604648285,-0.00866713521558177,0.011602958334668612,0.4551510816829921,0.011611699834402049,0.011552153023313872,0.3149258816260057,0.375681197303641,0.48717920034021406,0.5145491067595387
OID30824,3499,lmer,-0.03256837817149345,0.026060283297473705,0.21164712351753842,-0.015049085267506467,0.012045920873864338,0.2116743758659398,-7.700253197451873e-4,0.012002470822210346,0.9488518438899776,0.4637515307659406,0.23724087448471706,0.9670360145999626
OID30825,3499,lmer,-0.04008773955833475,0.025295772571806853,0.11328837498983169,0.058866060310046785,0.013147714901132092,7.913073292762656e-6,0.02115517416081131,0.01311679855218812,0.10691539528141025,0.3564498601671453,1.1255432231019583e-5,0.28200796487810437
OID30826,3499,lmer,-0.06078228083219086,0.023300577255649612,0.009207076495568203,0.0775305156178515,0.013900287077071536,2.712585544017127e-8,-0.0023366585507306487,0.013887829335713728,0.8663993397880785,0.12014412766315113,4.149077731638965e-8,0.9204614142146651
OID30827,3499,lmer,-0.02271629877800215,0.024379541515353854,0.3516431976432788,-0.010045796892542171,0.013820954050577806,0.46738714062213704,-0.0015720837673785669,0.01380121948923791,0.9093196196850578,0.5910598428472134,0.4989673528263355,0.9458865652453468
OID30828,3499,lmer,-0.0014222051136586655,0.02425956811721102,0.9532610715866168,-0.027639236509082253,0.01213384102560583,0.022822089620027023,0.010618039463919184,0.012100309070863709,0.38030378529579234,0.9773350095572364,0.027876710388357286,0.5796982114067236
OID30829,3499,lmer,0.0065248255840082555,0.025243343323765034,0.7960842933072175,0.01586347790698642,0.012945661320781354,0.22054930565530012,-0.00281904364187601,0.01291335906604634,0.827210958147217,0.8973782721509176,0.24643181209114765,0.8965285986890306
OID30830,3499,lmer,-0.009004411149372789,0.025717720023790025,0.7263078847286188,-0.0061469659637242565,0.01212006946719946,0.6120805818645694,0.008882434516452691,0.01207885294787961,0.4621874397537129,0.8567384774260504,0.6391966919578908,0.6417928201425667
OID30831,3499,lmer,-0.018182064084710254,0.02589714012096145,0.4827647621048764,-0.003898481116806624,0.012716088481253194,0.7591908940489213,0.010459362444616822,0.012678430974411908,0.40947126973414794,0.6896976537793518,0.7800052665395419,0.5999421160064734
OID30832,3499,lmer,-0.011399145239038112,0.023598160393210933,0.6291489047791421,0.012321932790692453,0.014444734956571748,0.3937224539742117,-0.01324259407542082,0.014435599329246367,0.35904981846789985,0.7933573117642072,0.4262410122098595,0.5585431715708735
OID30833,3499,lmer,0.009827464375580344,0.02267153865956188,0.6647509761398238,0.06202994801890315,0.015205530082917145,4.6607836544742626e-5,-0.020502820995035087,0.015209666351568387,0.17778299074260454,0.8175325167612428,6.462746974396713e-5,0.3672506586152884
OID30834,3499,lmer,-0.017167053796263813,0.023270986943860726,0.4608416799758498,-0.019843927112003043,0.014799614411440686,0.1800983970706057,0.01805348462413939,0.014795953591932679,0.22252442115260607,0.6726806880568146,0.2037258570578098,0.4145123114796702
OID30835,3499,lmer,-0.038394328057763834,0.024715621918996258,0.12058478092156046,0.033230367163779605,0.013726513541806717,0.015556161574351154,-0.011935851165022937,0.013703935986995425,0.3838538758359852,0.37024087671609374,0.0192753964738569,0.5810486168143888
OID30836,3499,lmer,0.0055172712853014585,0.026418042736407805,0.8346053748147716,-0.008673725481330693,0.011755778462724244,0.4606921558685294,-0.0029555059243193075,0.011708644230493994,0.8007378984545248,0.9149931446377988,0.49217952178498225,0.8802237662006265
OID30837,3499,lmer,-0.02094096319117835,0.020805752268357035,0.3143807316269444,0.21704504805248157,0.015216887467353392,2.2189263010050653e-44,0.0054309196675548,0.015233171665105336,0.7214833399200296,0.5627280334020567,5.744837535728792e-44,0.8325684179179812
OID30838,3499,lmer,-0.005381349549135968,0.02585676090854029,0.835169931540762,-0.0240446475919246,0.012491270429307711,0.054357996162003215,0.024074276168417688,0.012452100152508784,0.05331302699093667,0.9149931446377988,0.06466765273973765,0.20912047148387208
OID30839,3499,lmer,-0.020688100236015552,0.023821623304473374,0.3853228603287979,-0.008768013295426026,0.013978254302093651,0.5305482013237304,-0.010121441798628087,0.01396333528281212,0.4686113985882543,0.6134524622772747,0.5604598454894341,0.6471386139105113
OID30840,3499,lmer,-0.019115273143097862,0.021716724692663458,0.37892562832261745,0.024370171728636588,0.015522331873312109,0.11654496943375083,0.015321928762147307,0.015535756745166562,0.3241180469198969,0.6077234006856985,0.13465311314077127,0.52314342908823
OID30841,3499,lmer,-0.017725585795767846,0.018886735094902466,0.3481710347002842,0.03223324380682629,0.01732499654342978,0.06293624814235271,-0.014528442850201294,0.017373476497566334,0.40310260164319567,0.5885522721771302,0.07456937710583583,0.5968940752801727
OID30842,3499,lmer,0.0037240800689935295,0.020658323224634074,0.8569721504841366,0.009427213891788298,0.016030302901155015,0.5565295488784926,0.0233566823118766,0.01605555393595864,0.14587458762182937,0.926328926978259,0.5859999536642053,0.32932679538133974
OID30843,3499,lmer,0.02151409977326505,0.02386809194066621,0.36757121283227534,0.03232945592392542,0.014002612227606992,0.021037795276285784,-0.019719049805832597,0.013987636979909167,0.158745239054736,0.5995595173597884,0.025783427921418595,0.34422279952299206
OID30844,3499,lmer,-0.0447365569900162,0.024915926124311333,0.07283124029462765,-0.035180984440148784,0.012797147755507709,0.006020288285948846,0.002788588419102468,0.012765424216234594,0.8270986516600976,0.29870446054949173,0.0076476760798906895,0.8965285986890306
OID30845,3216,lmer,-0.05570203025503135,0.026380606414888482,0.03498203896839517,0.016391347960216494,0.014028370142363788,0.24276875777386217,0.0070839502657437416,0.013995321250919249,0.6127981018860982,0.2144549050770436,0.2693028762705879,0.7577025599886061
OID30846,3499,lmer,-0.0359027111418276,0.024485251634978947,0.14283677366515593,0.013966502535488881,0.013300735228279804,0.2937991277557335,-0.02495637708794899,0.013275730615036663,0.06025280292756194,0.39392858419207327,0.323577562332332,0.22025815649210317
OID30847,3499,lmer,0.0068146270740120215,0.022141872281809156,0.7583104049812607,-0.0079416322005551,0.015481655990616173,0.6080188161438147,-0.005556365876163828,0.01549193191799566,0.7198798740995036,0.8743752717002861,0.6351819155069229,0.8319081796843294
OID30848,3499,lmer,-0.024647036148092785,0.0218078227460769,0.25863322290693685,0.020778556226041228,0.014925890311906848,0.1640182403589865,0.004626368278744575,0.014932824844334112,0.7567316934552283,0.5098346080874758,0.18647425770879716,0.8533667978277901
OID30849,3499,lmer,0.02879763118510906,0.026293552167081572,0.2736355373749302,-0.02712907090489664,0.01170256581131435,0.020521266583570553,-0.00390930815944155,0.011655667940689377,0.7373534681638636,0.5239847753674293,0.02522441641033504,0.8422368845029204
OID30850,3499,lmer,-0.010442170402300124,0.026409902265700346,0.6926273214407437,0.0785346997004555,0.011692030043583724,2.3096199652959344e-11,0.020041138758596568,0.011644520320233621,0.08536811052096638,0.8355549569010705,3.7778506763066685e-11,0.25573595763667983
OID30851,3499,lmer,0.011779309650999423,0.024005601007035117,0.623738519163985,-0.02407461117699005,0.014140256866034002,0.08878100794867153,0.0030882584177165137,0.014125727199312309,0.8269600818656665,0.789662093736776,0.1040107760456781,0.8965285986890306
OID30852,3499,lmer,-0.004874408523217844,0.02690076761238784,0.8562420775073664,-0.021208742173092963,0.010955967742804535,0.05300823607249112,-0.003236676424722434,0.010901986094512454,0.7665778591671677,0.926328926978259,0.06316472647366145,0.8572840152952538
OID30853,3499,lmer,-0.020163826561890745,0.020719863931303005,0.330671734114502,0.1831639871234984,0.014964641546721603,1.84149891869721e-33,0.02338495659239429,0.014978983431609114,0.11861394862420681,0.5753294516766009,4.1823631230395836e-33,0.2983722649126992
OID30854,3499,lmer,-0.06697058029006782,0.024107335131452995,0.0055551368761334935,0.011966507148643975,0.013837216150804035,0.3872312076638661,-0.009861616056454428,0.013819261140801172,0.475536362896111,0.089217940049111,0.4198356157275521,0.6533023513194882
OID30855,3499,lmer,-0.011488406532317114,0.025509390226366394,0.6525332599030174,-0.013188335972447271,0.012993317431984947,0.310203531883741,0.005514561003936584,0.012959947367840115,0.6705052576448608,0.8095733101428353,0.34087403146472744,0.8006073807581405
OID30856,3499,lmer,-0.05732018295176921,0.02240840927654957,0.010654866564081667,0.004190653068462917,0.014592081884366538,0.7739942416382631,0.0015421078568409407,0.014591880459933771,0.9158432419597832,0.12558135067262385,0.794097988174322,0.950305216985604
OID30857,3499,lmer,-0.020163771851103334,0.023619520719691756,0.3934514175247309,-0.008115527617929724,0.01452964726259203,0.5765214168444792,-0.01046774247959653,0.014521190333441047,0.4710675430920428,0.6202557109244174,0.6050887258299508,0.6489702137624863
OID30858,3499,lmer,0.002400115317711339,0.024224163445991796,0.9210922620138526,-0.020832134172677923,0.013971608661003663,0.13608459968779715,0.004715597203333578,0.01395418608446445,0.7354430131476235,0.9601828394673649,0.15605150446741117,0.8416992668091243
OID30859,3499,lmer,-0.04773366169788661,0.02171228437464168,0.028111086757627666,0.056630696794998596,0.015315232231240988,2.2246158156288465e-4,1.2913986632010876e-4,0.015326634851624492,0.9932779392851312,0.19520102851548704,2.999332116735756e-4,0.9963457160365267
OID30860,3499,lmer,-0.018176234484990183,0.021902337657398838,0.4067774505871853,0.03800292344683558,0.015421160672226143,0.013796239630020763,-0.014878407031569734,0.0154323845752546,0.33509305280194623,0.6279152505800905,0.017138295129005818,0.5366997223781309
OID30861,3499,lmer,-0.026538940732046063,0.02208502598126484,0.2297297241391837,0.007567973701444415,0.015594069851719254,0.6274996683822727,0.01953125216524554,0.015605825826682487,0.21086204719344592,0.48136199545436126,0.6541303604427187,0.4031064512403155
OID30862,3499,lmer,-0.007694782163699083,0.02605643575172052,0.7678075108441097,-0.019745200167876377,0.012587134377477353,0.11685437377110945,-0.009886024616864912,0.012547657087221165,0.4308476092025929,0.8797731690307067,0.13495272008413786,0.6172909228892781
OID30863,3499,lmer,-0.016707079013225976,0.024804899239293708,0.5007355090474781,0.07885553275258513,0.01331802197574222,3.6579768810772017e-9,0.005870998717315302,0.013291328489738548,0.658734890461244,0.7030018698106525,5.711680781724712e-9,0.7914024187497806
OID30864,3499,lmer,-0.018680130682164533,0.022679136955702357,0.41029535901254355,-0.01654774217709908,0.014685624942482952,0.25994051136340185,-0.012821996285607509,0.014684612349829294,0.38266583463788106,0.6298809529378492,0.28769637058509034,0.5799099152356559
OID30865,3499,lmer,-0.051271405236427765,0.02443055511356846,0.036059331411100154,0.08939590869471467,0.013159950045261978,1.3796830319620255e-11,0.00666181115088421,0.013134031823839752,0.6120497449087337,0.21554483786226125,2.2618135179052163e-11,0.7574180374124592
OID30866,2834,lmer,-0.022728153876169596,0.028469013246620753,0.4249605892539057,0.010625948222469556,0.015493907655412111,0.4929388733646448,0.014747650557926218,0.015478275042126536,0.3408565434678865,0.6445435197208262,0.5231882087308849,0.5408207303885302
OID30867,3216,lmer,-0.011223960076773145,0.022818309492998366,0.6229147805024758,0.003629293459114615,0.015933607705574143,0.8198436614090676,-0.006442511978729958,0.01594231515314467,0.6861731006088239,0.7892413972296216,0.836440845479478,0.8123466881650839
OID30868,3499,lmer,-0.005968989068936156,0.019454889172079798,0.7590407007476974,0.05410678733267609,0.016747475624931854,0.001251286246558735,-0.04287774739376727,0.016787187454002775,0.010705115982478006,0.874491625080717,0.001640138878336853,0.08561633980212
OID30869,3499,lmer,-0.05045914865257818,0.021585858863876487,0.019581261356239308,-0.020211341655470658,0.014863946292754688,0.17403679957261836,-0.008610694029678102,0.014871699395763433,0.5626462861063193,0.16834125571849265,0.197021520197817,0.7201749449445279
OID30870,3499,lmer,-0.025329733839946748,0.02301073464314287,0.27121537366336407,0.09659963264644068,0.013234418025684196,3.9114967852928e-13,-0.025986645509964584,0.01321752451328122,0.04940664099228529,0.5208689469237932,6.612669232741963e-13,0.2022991872330948
