OlinkID,epvs_6_nobs,epvs_6_beta,epvs_6_se,epvs_6_pvalue,epvs_6_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20438,941,-0.06243672762491095,0.03113803611420973,0.04523631246300609,0.21130973600684103,19.364964768188074,Q6UXK5,LRRN1,Inflammation,Unique Protein
OID20439,941,0.04682340975221709,0.03342374876038145,0.16157791934017354,0.3999087707293203,22.640700870887816,Q9HCU5,PREB,Inflammation,Unique Protein
OID20440,941,-0.022886096449980076,0.0292775721553865,0.4345941501846321,0.6792451537937116,75.51413479301999,Q13007,IL24,Inflammation,Unique Protein
OID20441,941,0.016287466270339546,0.031289583214934115,0.6028118547374627,0.7930846324477571,56.82637189594944,Q9UPV0,CEP164,Inflammation,Unique Protein
OID20442,941,0.03281759822163712,0.030999267496704747,0.29003169507110355,0.5526483994086282,44.44320334646435,O60934,NBN,Inflammation,Unique Protein
OID20443,941,-0.02627454270102944,0.0301371853798552,0.3835261359769805,0.6362354684794064,44.00918429661865,Q96P31,FCRL3,Inflammation,Unique Protein
OID20444,941,0.03694847159635017,0.03127092045241296,0.2376833206245318,0.49448280867295835,46.23530058211611,Q9Y478,PRKAB1,Inflammation,Unique Protein
OID20445,941,0.07315944365285856,0.030400962071444954,0.016301646652570268,0.1729704869808568,49.70535334698695,Q8TCS8,PNPT1,Inflammation,Unique Protein
OID20446,941,0.013896973310156577,0.028850918321112116,0.6301454256167082,0.8062177467340343,45.46664449338745,Q5T4W7,ARTN,Inflammation,Unique Protein
OID20447,941,0.07518920246012815,0.03134259598339705,0.01663896357770571,0.1729704869808568,38.675053486387775,Q5R372,RABGAP1L,Inflammation,Unique Protein
OID20448,941,-0.045815999456574066,0.030390822460877594,0.13200778589979015,0.36035871855997265,45.278415623434164,Q969V3,NCLN,Inflammation,Unique Protein
OID20449,941,-0.014241093780598534,0.03217920734100595,0.6581903252318947,0.8246422291696649,26.739425433157088,Q8N6P7,IL22RA1,Inflammation,Unique Protein
OID20450,941,-0.0032355918921010765,0.029249410064109457,0.9119410308929577,0.9612706935810008,80.80649988561991,P14784,IL2RB,Inflammation,Unique Protein
OID20451,941,0.06765988516489337,0.030628767985341407,0.027416428746958606,0.18328302176608183,66.67122054021792,Q13459,MYO9B,Inflammation,Unique Protein
OID20452,941,-0.011453913319655267,0.02972937720944785,0.7001238724963899,0.8555939758960326,43.18469629954743,P19801,AOC1,Inflammation,Unique Protein
OID20453,941,4.496947202509304e-4,0.031405466275122536,0.9885785662717558,0.9964190169697731,40.919860523329646,Q9NYY1,IL20,Inflammation,Unique Protein
OID20454,941,0.04703177222254589,0.028240371642629054,0.09616904409796719,0.3045526716125223,51.46574703245831,P57771,RGS8,Inflammation,Unique Protein
OID20455,941,0.0032676747493514922,0.030149171759504607,0.9137148911908894,0.9620996494780152,55.82004800111024,P20809,IL11,Inflammation,Unique Protein
OID20456,941,-0.01717448948097906,0.030368828849043142,0.5718500476733702,0.7782694720502541,35.59066468465264,Q96PD4,IL17F,Inflammation,Unique Protein
OID20457,941,0.02816836246669801,0.030473781556502908,0.3555459880145817,0.6171548035732171,27.715294351221438,O76038,SCGN,Inflammation,Unique Protein
OID20458,941,-0.03094640450579007,0.03397796238116548,0.36264874848923545,0.6224501438915448,22.895760871873936,O95715,CXCL14,Inflammation,Unique Protein
OID20459,941,0.06268830900471113,0.03212980421506122,0.05134664845871398,0.22202108497754577,42.91391019809134,Q03426,MVK,Inflammation,Unique Protein
OID20460,941,-0.04412960336926362,0.03866473456461104,0.25402326213958665,0.5170682418064149,24.723663701784666,O14904,WNT9A,Inflammation,Unique Protein
OID20461,941,-0.03254982644445178,0.030728037438754362,0.28974478812215776,0.5525613829588025,25.622946262790535,P26951,IL3RA,Inflammation,Unique Protein
OID20462,941,0.04602239996079328,0.030208565176496213,0.1279776019562224,0.35290427407362085,50.50284146528743,Q9Y3P8,SIT1,Inflammation,Unique Protein
OID20463,941,0.060615351714246875,0.0308847617522849,0.049987958293728395,0.21840777592312122,50.38439245319846,Q96DB9,FXYD5,Inflammation,Unique Protein
OID20464,941,0.035096654741362254,0.029933371956307252,0.24130059028278472,0.4998735828466192,31.39252946275289,P48061,CXCL12,Inflammation,Unique Protein
OID20465,941,0.07169115865418352,0.03020463665183092,0.017822657351421457,0.1729704869808568,93.34567480944578,Q99748,NRTN,Inflammation,Unique Protein
OID20466,941,0.07304725672881948,0.029898659759119497,0.014744894314534338,0.1729704869808568,52.523655670984105,Q13574,DGKZ,Inflammation,Unique Protein
OID20467,941,0.08540030307243422,0.030207551390232318,0.00479799698491311,0.1729704869808568,71.34113034190173,Q9Y2J8,PADI2,Inflammation,Unique Protein
OID20468,941,0.061576683250431065,0.030532530236289882,0.04400883224713214,0.2105365248091117,34.678108091141276,Q04759,PRKCQ,Inflammation,Unique Protein
OID20469,941,0.006106718632648293,0.030486981522048824,0.8412853763552862,0.9331388597173887,36.018458890942085,Q16552,IL17A,Inflammation,Unique Protein
OID20470,941,0.04858242027632425,0.02992287881977649,0.10480378796758852,0.31965007204254775,55.484820070661044,Q12968,NFATC3,Inflammation,Unique Protein
OID20471,941,0.022812242885630617,0.029671138421735715,0.44218643520873724,0.6845926642558998,32.05506790402733,Q14435,GALNT3,Inflammation,Unique Protein
OID20472,941,-0.03714628722169885,0.03009261524950754,0.2173671705046622,0.4702918130163787,227.40039641593364,P05113,IL5,Inflammation,Unique Protein
OID20474,941,0.07144888447378527,0.030011870191226957,0.017481552576150593,0.1729704869808568,93.5573090043232,Q92844,TANK,Inflammation,Unique Protein
OID20475,941,0.07349365862029807,0.030939175655941162,0.017731308133659494,0.1729704869808568,53.147909247082914,O43597,SPRY2,Inflammation,Unique Protein
OID20476,941,0.0552661908371231,0.029461738229633105,0.06098813098161569,0.23960793932696595,57.45545121182689,P13693,TPT1,Inflammation,Unique Protein
OID20477,941,-0.014372253787600363,0.03134706893032426,0.6467093746341059,0.8193894677310324,29.84380214223052,Q9P0M4,IL17C,Inflammation,Unique Protein
OID20478,941,0.051353077862277365,0.03171057092008037,0.10569471437627838,0.3198195135837078,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,941,0.05056774543058538,0.03108383207418279,0.10411554772483533,0.318336554392985,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,941,-0.06376605565150174,0.029694466927337064,0.03201976294234485,0.19061867022499793,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,941,-0.04146754994748501,0.0359539996640746,0.24906399403009374,0.5106878118201249,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,941,-0.005228679293732649,0.031336744770468404,0.8675208623641701,0.9430394430442484,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,941,0.07166288597912882,0.030993704313572405,0.02098634803206799,0.17629512917567178,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,941,0.08679264186344234,0.03164610454709148,0.00621297467926569,0.1729704869808568,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,941,0.07855662030206277,0.031135527861314877,0.01180032845767684,0.1729704869808568,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,941,0.031178653738687986,0.03071874719871739,0.31038423205377835,0.5701284251960712,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,941,-0.039746062036723505,0.0323555002619303,0.21960206802527218,0.47302641476630114,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,941,-0.013450341570243305,0.029737498806990836,0.6511569803407691,0.8197579047786749,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,941,0.09050514060768997,0.029834930724054066,0.0024844747853030973,0.1729704869808568,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,941,-0.023478940282929885,0.0346895474569944,0.4986824194039039,0.7299192348110222,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,941,-0.018904838976792578,0.031896295706390014,0.553528496136253,0.7652086029780738,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,941,0.002760977853166575,0.031236537332365862,0.9295863006326472,0.9714625515728381,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,941,-0.04554198015359966,0.032114236940974615,0.15649054211426708,0.3943291850000023,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
OID20494,941,0.017204289555905222,0.03170661521880217,0.587529577627315,0.7850940610725365,27.215383032164432,P01591,JCHAIN,Inflammation,Unique Protein
OID20495,941,0.03442425803203825,0.030585987109113054,0.26067226902420454,0.5244558946524703,48.11407969094256,P01579,IFNG,Inflammation,Unique Protein
OID20496,941,-0.027849097513804405,0.03164578733590957,0.3790736129669998,0.6331612404014517,42.45631465890214,Q13291,SLAMF1,Inflammation,Unique Protein
OID20497,941,0.014291708824236474,0.03185507603352127,0.6537906191194369,0.8219483783596191,30.128035539841946,Q8N8S7,ENAH,Inflammation,Unique Protein
OID20498,941,-0.03737592182018024,0.03470774738681715,0.28181606639727796,0.5473411043715903,36.92574890220236,Q13261,IL15RA,Inflammation,Unique Protein
OID20500,942,0.03810575691361287,0.03011548426449348,0.20607386460980814,0.45876154322503365,43.30907682387938,P09874,PARP1,Inflammation,Unique Protein
OID20501,942,-2.208557736637214e-5,0.031222692699846722,0.9994357631707267,0.9997778014195874,62.78308820519409,Q0Z7S8,FABP9,Inflammation,Unique Protein
OID20502,942,0.07389675722581097,0.03125568121174942,0.018270888130904293,0.17339547404751054,41.679833530779945,P78362,SRPK2,Inflammation,Unique Protein
OID20503,942,0.08963463317371358,0.03132460331144947,0.004311459645398884,0.1729704869808568,53.39188622314336,P09038,FGF2,Inflammation,Unique Protein
OID20504,942,0.005753202232302692,0.03106746902044615,0.8531250803447863,0.9385339141316562,99.68422521826136,O43736,ITM2A,Inflammation,Unique Protein
OID20505,942,0.09042548157475101,0.031125435741055255,0.0037573964206343872,0.1729704869808568,48.30109230697975,O14867,BACH1,Inflammation,Unique Protein
OID20506,942,0.06303573056738981,0.0297642996197293,0.03445481696096903,0.1946234885347783,83.44692941519092,Q8IU57,IFNLR1,Inflammation,Unique Protein
OID20507,942,0.11285786559691882,0.03119884160066471,3.1366067593282675e-4,0.1729704869808568,76.43223444512378,Q12933,TRAF2,Inflammation,Unique Protein
OID20508,942,-0.012022605603801171,0.03134452826703363,0.7013901207279856,0.8560180888884767,46.51509694776605,Q06520,SULT2A1,Inflammation,Unique Protein
OID20509,942,-0.03471624909694567,0.03378339366699886,0.30439974982102536,0.5663656707363827,37.36635761639649,O60575,SPINK4,Inflammation,Unique Protein
OID20510,942,0.0830399506684299,0.031120288842653186,0.0077553329916470425,0.1729704869808568,64.45880806202582,Q9Y5A7,NUB1,Inflammation,Unique Protein
OID20511,942,0.034329591166325536,0.04016320069232505,0.3929088549491383,0.6416047949811906,54.50712608163738,O60542,PSPN,Inflammation,Unique Protein
OID20512,942,-0.030895497681592148,0.029724888168541456,0.29889808807897056,0.56185151862047,34.70943459958243,P30838,ALDH3A1,Inflammation,Unique Protein
OID20513,675,0.03730290634457267,0.0355531674232167,0.294462770523556,0.5570378572845673,15.682269173284974,O43521-2,BCL2L11,Inflammation,Unique Protein
OID20514,942,0.053595189494491303,0.030237313162284344,0.07664207710774053,0.2641801785211386,44.70559502976316,O60880,SH2D1A,Inflammation,Unique Protein
OID20515,942,0.08305623592952982,0.031252334870594374,0.008005184809712493,0.1729704869808568,60.081422057647885,Q12778,FOXO1,Inflammation,Unique Protein
OID20516,942,0.08498792389074446,0.030889099851432473,0.006049923314010823,0.1729704869808568,53.30873905513184,Q7L8A9,VASH1,Inflammation,Unique Protein
OID20517,675,0.028721997253372652,0.037301011958199744,0.4415715190176336,0.6840029412233932,31.23319857161131,P55957,BID,Inflammation,Unique Protein
OID20519,942,0.07012456024906309,0.0313429359406023,0.025501346017950587,0.1773913142407809,75.02816785034094,Q6UB28,METAP1D,Inflammation,Unique Protein
OID20520,942,0.0015782521878046725,0.030745399248762517,0.9590712555325032,0.9839821972346461,71.41855606479862,P01903,HLA-DRA,Inflammation,Unique Protein
OID20521,942,0.11351661120104059,0.03074933504597953,2.3577093301322744e-4,0.17228960929941595,110.97108267175035,Q92609,TBC1D5,Inflammation,Unique Protein
OID20522,942,0.048004543323531504,0.030931248116408697,0.12100900472146148,0.34441024420723654,48.722202726570735,P01588,EPO,Inflammation,Unique Protein
OID20523,942,0.060363064678108355,0.03158937200776415,0.056329654115968276,0.23284052642707836,73.8302470220435,P80098,CCL7,Inflammation,Unique Protein
OID20524,942,0.06687208843826399,0.031628778268925135,0.03475755178630488,0.1946289729336574,101.9112873812316,Q9UN19,DAPP1,Inflammation,Unique Protein
OID20525,942,0.05823845484955206,0.03124739493600563,0.06266740551369918,0.24125943759539145,92.21140517434728,Q9UNE0,EDAR,Inflammation,Unique Protein
OID20526,942,0.10499579173633708,0.030647215632566994,6.395297891604694e-4,0.1729704869808568,69.31220536517434,Q9C035,TRIM5,Inflammation,Unique Protein
OID20527,942,0.08492539705927621,0.030069988001425813,0.004840537706083968,0.1729704869808568,47.96321183811114,Q8N608,DPP10,Inflammation,Unique Protein
OID20528,942,0.0351035755603689,0.031215299446942686,0.26106498391122185,0.5248232104350079,35.370311091525835,P23229,ITGA6,Inflammation,Unique Protein
OID20529,942,0.060553227436474344,0.0318078572879446,0.05725588284995688,0.23341554472862477,85.77068448749249,Q6DN72,FCRL6,Inflammation,Unique Protein
OID20530,942,0.05977487071073798,0.03079780255227987,0.05257521955238295,0.2246745127947593,70.62788936127308,P33241,LSP1,Inflammation,Unique Protein
OID20531,942,0.05015489022058665,0.03137232094872156,0.11022795221639671,0.3270479906401496,47.40678950301222,Q9UNK0,STX8,Inflammation,Unique Protein
OID20532,942,-0.039899782360597554,0.03147008324151916,0.2051645694456043,0.4581329537734922,27.811981883847615,P13747,HLA-E,Inflammation,Unique Protein
OID20533,942,0.06397382329844,0.031255342517939697,0.040957748335591786,0.20429948529852354,102.85456666246957,P19474,TRIM21,Inflammation,Unique Protein
OID20534,942,0.05003338593433658,0.030602767524814507,0.10240283319349555,0.3140854999208683,96.05089974165296,O75475,PSIP1,Inflammation,Unique Protein
OID20535,942,0.09554664760703407,0.031331723199219896,0.002357151865245479,0.1729704869808568,66.34786773764874,P13232,IL7,Inflammation,Unique Protein
OID20536,942,0.09115751870125205,0.0313911744506576,0.003772576682253043,0.1729704869808568,71.15817713678194,Q8IVG5,SAMD9L,Inflammation,Unique Protein
OID20537,942,0.029387446487838732,0.03022008772645255,0.3310814061869356,0.5901541441611042,58.00730195794487,Q96LC7,SIGLEC10,Inflammation,Unique Protein
OID20538,942,0.012482182185652425,0.031013159217469666,0.6874233561037496,0.8471072807298735,86.09319063975178,B1AKI9,ISM1,Inflammation,Unique Protein
OID20539,942,0.09858651761723017,0.03333344077772266,0.003179203730813826,0.1729704869808568,50.405627485248935,Q6ZMH5,SLC39A5,Inflammation,Unique Protein
OID20540,942,0.010052225240386946,0.03190924169124837,0.7528131029033192,0.8883620104103359,62.63123934447196,P78410,BTN3A2,Inflammation,Unique Protein
OID20541,942,-0.010297376842703009,0.03174673344046115,0.7457384433866974,0.8821772702186813,66.30479381023342,P12872,MLN,Inflammation,Unique Protein
OID20542,942,0.0525207669490662,0.031516169725232634,0.09595719201569204,0.3045526716125223,69.62510000165577,Q12765,SCRN1,Inflammation,Unique Protein
OID20543,942,0.033273588065585384,0.03966037209478191,0.4017060813606802,0.6476485801529334,66.5099122979768,P58294,PROK1,Inflammation,Unique Protein
OID20544,942,0.09350205371873727,0.03154204859792143,0.003110671386557662,0.1729704869808568,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,942,0.08943327018560199,0.03162500422470186,0.004785848970149636,0.1729704869808568,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,942,0.022710104379508666,0.029790877086232615,0.4460642921021136,0.6880832786312967,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,942,0.025999909554503334,0.030526098461647416,0.39458523490133934,0.6436231259021288,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,942,0.05103953291205495,0.0346815298697714,0.1414508582070266,0.37374810920876494,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,942,0.06580297670724368,0.03051208843730717,0.03129156783973993,0.18923336357531853,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,942,-0.001222966330998451,0.03355034113456448,0.9709300454253476,0.9881282928631672,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,942,0.08534352184890989,0.03190219611435136,0.007600805321740273,0.1729704869808568,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,942,0.08352800938930122,0.031106716101422106,0.007377785678079258,0.1729704869808568,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,942,0.08005896654523413,0.03177923813621576,0.011928448317987889,0.1729704869808568,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,942,0.0872169312592348,0.0313112307933534,0.005453665220932945,0.1729704869808568,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,942,0.08186646613739347,0.03150136486859022,0.009502814633564822,0.1729704869808568,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,942,0.005354735181059582,0.03115082629388534,0.8635559424618491,0.9429230820331042,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,942,0.07211563477749203,0.03170170205178347,0.023144212389101325,0.1773093649123698,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,942,0.07292883712170789,0.03187432247141844,0.022360950554848668,0.1773093649123698,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,942,0.08046204784508242,0.03197105068074469,0.012013045091766464,0.1729704869808568,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,942,-0.009516949487655326,0.03448587241080136,0.782635149907653,0.9094186041902074,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,942,0.04785037960469348,0.03225723819972522,0.13830776135159004,0.3698923201643971,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,942,0.0697964915710105,0.03009906647816109,0.020617302939127485,0.17629512917567178,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,942,0.09033166827439468,0.03050249445671177,0.0031399383314058265,0.1729704869808568,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,942,0.04682667984170071,0.03144339353315197,0.13676460356945308,0.36742916933227143,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,942,0.05032247621496036,0.03285455406284137,0.12594363469341774,0.35060308972272386,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,942,0.06455381870919728,0.031141560467361967,0.038455691475122254,0.2000106515690077,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,942,0.009861849303581874,0.035541768817383,0.7814794237134232,0.9089790511398074,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,942,0.06374222545389197,0.030553032933278084,0.03722568663763629,0.19936902796434264,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,942,0.030185662380118425,0.030227376934823292,0.31823913442786833,0.57656518126689,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,942,0.0513241869645141,0.03163787855511909,0.10509193268316401,0.31965007204254775,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,942,0.08526368150068604,0.030538012680881996,0.0053451216088452385,0.1729704869808568,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,942,0.06091478837946247,0.03008112542980978,0.043151506700023594,0.20939982169034058,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,942,0.01570728004126926,0.030548094966625354,0.6072471809359152,0.7948873756720467,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,942,-0.056772633756891164,0.030882043843689002,0.06632729791908051,0.24732772228138586,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,942,0.056357125666207104,0.031600539637092355,0.07484422710451297,0.26260378720550503,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,942,0.09492820867649072,0.03154580236356942,0.0026899910982657316,0.1729704869808568,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,942,0.016463427119624858,0.03169645283004476,0.6035993184560402,0.7930846324477571,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,942,0.08136762747723078,0.031345970779747614,0.009586413655056383,0.1729704869808568,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,942,0.06876099648283261,0.029770704648884472,0.02112423801772,0.17629512917567178,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,942,-0.009965453047352994,0.02970048215185247,0.7372998796316597,0.8775279576358306,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,942,0.08932761102619516,0.03190588468964271,0.005220797780236824,0.1729704869808568,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,942,0.06789465200570309,0.031665090714322074,0.0322802244271304,0.19091260253900602,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,942,0.015587951106376587,0.03223336783140758,0.6287861847822418,0.8055414076843248,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,942,0.04826037042316009,0.03223086900157108,0.13464645338195486,0.3644181326254204,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,675,-0.05510611480604902,0.034566287504197386,0.11136576722302029,0.32903245293591893,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,942,0.08808276354846883,0.030386358633851942,0.0038346650729087265,0.1729704869808568,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,942,0.0808236390606728,0.031475556375480315,0.010389508667116756,0.1729704869808568,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,942,0.08238002713285426,0.0315815153579838,0.0092405140076945,0.1729704869808568,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,942,0.055895428595306114,0.029313979447964763,0.05685714478839652,0.23284052642707836,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,942,-0.00877577222367303,0.02956352119394084,0.7666515641582482,0.8981653394928093,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,942,0.05299991836004235,0.03145822671207103,0.09236893272858157,0.2983363429454629,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,942,0.015151353662612459,0.02960533144668087,0.6089282332504988,0.7963745976694443,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,942,0.07508745201181702,0.03191163847428111,0.018831522045325306,0.17539675589331616,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,942,0.0528073276671502,0.028788675302564935,0.06692816262994028,0.24794806003462033,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,942,0.0017822237744489636,0.034345552793283725,0.9586267431658773,0.9839821972346461,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,942,0.05723094902643057,0.03141186800943857,0.0687838736708551,0.2509787477378098,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,704,-0.005751235241335659,0.03515772146675635,0.8701066650904508,0.9431153863677924,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,942,-0.06321518012314464,0.032039970982386125,0.04879085161095601,0.2168214041175116,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,942,0.01689037800202846,0.03252743779235677,0.6036993866562639,0.7930846324477571,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,942,0.004084847825472017,0.031749796925402834,0.8976565844255968,0.9558109507046141,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,942,0.020507695324280796,0.03223136841518987,0.5247605315716375,0.7460050085318947,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
OID20603,942,0.02702030566429583,0.030902887688796316,0.3821474528623796,0.634725598082535,84.86867745051259,P41217,CD200,Inflammation,Unique Protein
OID20604,913,0.06678611154614435,0.03026685877789516,0.02759586314609769,0.18328302176608183,55.56893756964642,P10144,GZMB,Inflammation,Unique Protein
OID20605,942,0.04171627905836308,0.0303913873043822,0.17019750344780282,0.41353890488605793,81.01828136021575,P24001,IL32,Inflammation,Unique Protein
