protein,Nobs_epvs,model_epvs,beta_epvs,SE_epvs,P_epvs,beta_time_epvs,SE_time_epvs,P_time_epvs,beta_int_time_epvs,SE_int_time_epvs,P_int_time_epvs,P_epvs_fdr,P_time_epvs_fdr,P_time_epvs_int_fdr
OID20714,2775,lmer,0.0034417999504340055,0.024922391923427212,0.8901908505439543,0.29536210966660703,0.015555956927947048,9.302469026347413e-74,0.057590457100791276,0.01655136531028838,5.139359348454865e-4,0.9937700677269244,6.222223561559151e-73,0.016203201628089563
OID20715,2775,lmer,-0.03412054146799269,0.027495306008217587,0.21493575718739344,0.08218063064700394,0.015169886284594281,6.818952646761521e-8,-0.003485660607513539,0.016115649973878855,0.8287852004081675,0.9192210937719016,1.0762310251881169e-7,0.9143434022421426
OID20716,2775,lmer,0.010782498808192697,0.026920438416002997,0.6888563776761427,0.05882632169324881,0.015466984362472659,1.472452834668362e-4,-0.029225125189702123,0.016439685168149,0.07561335516951169,0.9670887289493355,2.0882967664898698e-4,0.19663508644171054
OID20717,2775,lmer,0.01081915723152407,0.02230972668299262,0.6278246862860188,0.31935041384081686,0.016485029523901667,1.8107045749379723e-76,0.04879744056993881,0.017575009557662783,0.005549200199072927,0.9563644187721595,1.396487987478547e-75,0.031253009984374115
OID20718,2775,lmer,0.034498581241418094,0.020752202240355653,0.09677098441892111,0.3340088515087724,0.01746778177922158,1.0487129675955946e-74,0.05924938242452534,0.01864865503953045,0.0015116255481514734,0.9192210937719016,7.35105036998063e-74,0.018911560556519207
OID20719,2775,lmer,0.007142308690883952,0.028063963644506116,0.7991644675129623,0.15473684600999207,0.013188253623327581,9.65001024515696e-31,-0.0134333863742831,0.01398216485377779,0.3368022627457773,0.9876628897025737,2.3063761199177266e-30,0.5491097119771065
OID20720,2775,lmer,-0.021415642608396904,0.021242920381747795,0.31365701679418406,0.4179198264119565,0.015327825907093556,1.9586054224899442e-138,0.017216622684440283,0.016336879341856205,0.29208850386259594,0.9192210937719016,2.4891320217122203e-136,0.4994325113938845
OID20721,2775,lmer,0.016614354235074368,0.026549631217971107,0.5316083547636219,0.06992398355597058,0.015723525003428135,9.203464210615529e-6,0.0020325851694682475,0.016718727833574188,0.9032484117022066,0.9192210937719016,1.3662633767206295e-5,0.951224720494616
OID20722,2775,lmer,0.004383410352254235,0.021310626231284397,0.8370770358544168,0.33946487395352254,0.017025054359235414,1.5929148387446737e-80,0.03257546483901304,0.018166217121857682,0.07310374592689661,0.9916763656806379,1.4550281480158378e-79,0.19061752840706406
OID20723,2775,lmer,-0.06456438349619156,0.03033746966286493,0.033580598087721736,0.14549935992147162,0.008601187769120113,7.47915170196205e-60,-0.02031338048292911,0.009069988651290004,0.025233967181596675,0.8795999385725233,3.1961345650343674e-59,0.08833399529557734
OID20724,2775,lmer,0.020752584322671425,0.02236720639543499,0.35374651112252864,0.33799569902143756,0.01642800255170028,4.1409224695812843e-85,0.033709846918326625,0.01751301858791932,0.05440062369903649,0.9192210937719016,4.702522313027352e-84,0.15408238669794927
OID20725,2775,lmer,-0.03297202042352116,0.02773839251355057,0.23486870341007832,0.14409452365561434,0.014418142408689485,5.889796950262887e-23,-0.009494547067997326,0.015305473904028952,0.5351122045947592,0.9192210937719016,1.2511538143618038e-22,0.7194723891584549
OID20726,2775,lmer,0.023404397866465563,0.027886416957620626,0.40152903225930436,0.017706162750513812,0.015464556316727163,0.25237293327441,-0.0060058139175569805,0.016429754544566674,0.7147461633676581,0.9192210937719016,0.2831808383727833,0.8475247269919931
OID20727,2775,lmer,-0.01690445618495384,0.030483693534450965,0.5793413187826364,-0.009348848852989112,0.009483601259672363,0.32436263226789686,-0.001694190797174459,0.010008675263249904,0.8656010751046377,0.9331652061289177,0.3589973396891566,0.9345381218240912
OID20728,2775,lmer,-0.06444210846638716,0.029333752105872458,0.028274876305679677,0.12281758203491537,0.010918602289150058,1.8476657881031824e-28,-0.03618229739161145,0.011544108953261108,0.0017498768687736735,0.8795999385725233,4.276110133511957e-28,0.01974861037616003
OID20729,2775,lmer,0.015691631548049156,0.02125419924208228,0.4605306585365857,0.270283716973967,0.017389521792478626,2.234773934702049e-51,0.054678372369301585,0.018559734917032222,0.003258257286007761,0.9192210937719016,7.767234495997727e-51,0.024500669658357673
OID20730,2775,lmer,-0.024344404690622785,0.025577767457095356,0.34145506080928245,0.15203664237177555,0.011472347727643521,2.1016718072270233e-38,-0.010326832142632537,0.012155970633845043,0.39569754099962706,0.9192210937719016,5.625628839308232e-38,0.6040647770190535
OID20731,2775,lmer,0.01982015341548534,0.029679901503199817,0.5044286093248824,0.1648210469384836,0.0096011609754734,1.8099435211297933e-61,-0.012673534097625208,0.010136490572560561,0.2113531426169171,0.9192210937719016,8.101783939146074e-61,0.40325407041073674
OID20732,2775,lmer,0.019106341959815004,0.030448996031559167,0.5304941751770138,0.03964925592758034,0.010247281988194955,1.1289755145486096e-4,-6.633803240428749e-4,0.010822855098416588,0.951131406286363,0.9192210937719016,1.6074015728327257e-4,0.97286377984733
OID20733,2775,lmer,-0.04708300256530107,0.023185439350492804,0.04256719857893648,0.423382565385419,0.012165685856622645,8.249011080150266e-206,-0.0042748972732047415,0.012915936423590478,0.7406980426993947,0.9192210937719016,6.027964846819807e-203,0.866195023270076
OID20734,2775,lmer,-0.0047205592194937895,0.031234289813765012,0.8799028312763939,0.04430716431939044,0.012405491235663623,3.637193363419842e-4,0.0037449596147049505,0.013125739523219422,0.7754354294622648,0.9937700677269244,5.067452908139275e-4,0.8880720282543973
OID20735,2775,lmer,-1.8467325921616845e-5,0.02728715676096488,0.9994601553722737,0.263478725093873,0.010891415386936647,7.824371875745231e-113,-0.0032243196972132565,0.011524412325434599,0.7796763633720964,0.9995493454575218,2.970212856208222e-111,0.8902320352096242
OID20736,2775,lmer,0.0011686026013088908,0.0320305149770549,0.9709042239543832,-0.04332527149970736,0.009019851287529277,1.6848520402489259e-6,-0.016207430613370523,0.009510936301119184,0.08853439734235916,0.9942598717043266,2.57574399249352e-6,0.2197197764886861
OID20737,2775,lmer,0.02387894563157696,0.03133991550122518,0.4462923013716794,0.1667579868573286,0.006294520271965456,2.0469532009631636e-131,-0.01064086149667883,0.006622404062079529,0.1082709369663429,0.9192210937719016,1.8697638145047897e-129,0.2546065557140952
OID20738,2775,lmer,-0.03629132667213894,0.024374251674130987,0.13684603897708625,0.2893658248908056,0.011063191233236793,4.855115169173022e-129,-0.020041561718580382,0.011724140618550203,0.08753927559436689,0.9192210937719016,4.1739710704390415e-127,0.21851178698747603
OID20739,2775,lmer,0.07904581757640315,0.02992370895909443,0.008390201403703225,0.17315030544201768,0.01080785381405448,2.95828080242098e-54,-0.01587013886482405,0.011423289039941472,0.16491539577302797,0.7275628468118033,1.117190540759241e-53,0.34555390813230163
OID20740,2775,lmer,0.04022015504120926,0.02201772065335645,0.06806500653234492,0.3524169289179906,0.016866097390523672,1.8230701082457893e-87,0.03407781185549539,0.017988470567372516,0.058323090355239394,0.9192210937719016,2.4214831997507475e-86,0.16159089394157797
OID20741,2775,lmer,0.025316277091428696,0.021761296913795743,0.24498299370124038,0.3339310755995011,0.016710109787075923,8.12865100025224e-81,0.04656811405985554,0.017822575028447783,0.009050576331350325,0.9192210937719016,7.615399639018364e-80,0.042946160091780844
OID20742,2775,lmer,0.016074832377702575,0.02080197513994038,0.4398656002660499,0.3592300092778306,0.016926159304664345,6.667151924235945e-90,0.05934006144939783,0.01806416155403071,0.0010388455650529491,0.9192210937719016,9.942900548235545e-89,0.017552286628033355
OID20743,2775,lmer,-0.025436854030970468,0.031193636146582673,0.4150228599508219,0.06456496004383479,0.011577112486040979,2.8011380860205974e-8,0.012969708579600902,0.0122399534733245,0.289455723861615,0.9192210937719016,4.4766137919290356e-8,0.4968168413667062
OID20744,2775,lm,0.0019379184284483086,0.018821119673204052,0.917998151879377,0.4539358765363504,0.01689233704194335,1.7084311069601513e-141,0.04912233929589251,0.01804554653690691,0.0065270051672982575,0.9937700677269244,2.7743022920247347e-139,0.03468806564365965
OID20745,2775,lmer,0.014051498629414762,0.02516588469596984,0.5767374144366726,0.3375631240144487,0.015301017295667303,3.270435701287483e-96,0.028190078128243295,0.016274818680416057,0.0834169623439764,0.9324134194681382,6.459110510042778e-95,0.21183994868066292
OID20746,2775,lmer,-0.006005038691717676,0.030490301157972115,0.8439103070949973,0.06703246293044962,0.010961202548843488,1.1679206784540602e-9,-0.02254350527581933,0.011584792203378401,0.05181161542384203,0.9935627375216066,1.930900533439603e-9,0.1477722040997599
OID20747,2775,lmer,-0.042566603720249785,0.028436383415946773,0.13475540354797072,0.12021045138309472,0.01356499301108261,1.768542399585543e-18,-0.028084380832289067,0.014384267642176745,0.05103645593147933,0.9192210937719016,3.504711480670198e-18,0.14654180814117299
OID20748,2775,lmer,-0.03436148599512291,0.028514570943727106,0.22849016219692375,0.3025940994843579,0.011121296388173168,8.177882741191328e-138,0.018878761655737958,0.01176454517637172,0.10872717285148141,0.9192210937719016,9.5615805010009e-136,0.2554738956952413
OID20749,2775,lmer,-0.012487194135887872,0.02326257323049365,0.5915397944247954,0.37938452571199766,0.01606812092401074,2.595168017503453e-108,0.04166155723557464,0.017117228955059606,0.015030850006455551,0.9407349396646774,7.662299106224842e-107,0.06068394277468173
OID20750,2775,lmer,0.0035511103600163354,0.028198278778110035,0.8998119264349742,0.22204181898565709,0.013378902594862574,7.494206562724244e-58,0.033340153620262755,0.014185981693201592,0.018867246416366792,0.9937700677269244,3.0809515868977444e-57,0.07125188795224824
OID20751,2775,lmer,0.044652287084093835,0.02585571860408963,0.08450329290198502,0.30590047439996887,0.014453068036900182,1.8247275634068715e-89,0.03375159954563245,0.015356682653210798,0.028083152654622603,0.9192210937719016,2.6802405366021535e-88,0.0942446098845716
OID20752,2775,lmer,-0.0434026509514976,0.032831993510733196,0.18650372433335224,0.016408211361749803,0.0097621737062747755,0.09296915016739953,-0.00652051951346616,0.010298454377595117,0.5267107968802016,0.9192210937719016,0.11064691609906711,0.7139942255179458
OID20753,2775,lmer,-0.012490139742453487,0.025067864586694077,0.6184232419614517,0.0041058443531905905,0.014144366769521934,0.7716326619323831,-0.027490556242898517,0.015030458222042967,0.06756112358308852,0.9519322358024153,0.795023711959237,0.18031563985417232
OID20754,2775,lmer,-0.020747373976456703,0.027175774418336247,0.4453889626064683,-0.06017200774517441,0.016099956401315445,1.914218652597819e-4,-0.014001926859817224,0.017119059760455888,0.4135110046004604,0.9192210937719016,2.70302469639779e-4,0.6182571183872868
OID20755,2775,lmer,-0.03484768130374234,0.028703320678252542,0.22503042904381404,0.2306871310450233,0.012433789286250921,9.676959975503893e-71,-7.268403513080767e-4,0.0131691348882705,0.955990885449796,0.9192210937719016,5.714293739070278e-70,0.9753442785932822
OID20756,2775,lmer,-0.04888303220260639,0.029092186386111978,0.09323707422066117,-0.018236579555259064,0.00938624177643105,0.052176714710312926,-0.005978709452995704,0.00990933584992042,0.5463559735226656,0.9192210937719016,0.06349397880859478,0.7292230642039962
OID20757,2775,lmer,0.012404010437407395,0.0305532236747416,0.6848497810330798,2.0863544790302252e-4,0.013944330644865366,0.9880640453617121,6.911554057838378e-5,0.014778409221000132,0.996268976283138,0.96687582788308,0.9897570954737096,0.9972925402998672
OID20758,2775,lmer,-0.035336348995510684,0.029840677058017472,0.2366485078002702,0.17959661506256577,0.011754652066396441,8.799001244295685e-50,-0.03628866636816633,0.012435939141944843,0.0035648457538397754,0.9192210937719016,2.9393692156658617e-49,0.025421622627621994
OID20759,2775,lmer,-0.008405346563979357,0.02656259311437573,0.7517429388296093,0.2901382106725618,0.011832466633967378,1.49998116313216e-115,-0.008951152451676178,0.0125364959825884,0.47531257354064793,0.9787586300142632,6.354268028746817e-114,0.6707384355869042
OID20760,2775,lmer,0.019761520409878896,0.0224865418635612,0.37972921288335926,0.290371124222317,0.016756217173866522,1.3582021108470033e-62,0.045832223450795746,0.017865816958614073,0.010384385930420723,0.9192210937719016,6.24217731132986e-62,0.04641217136792014
OID20761,2775,lmer,0.014278967321363637,0.021403093370435992,0.504845840120182,0.2762084674497388,0.017320029991490616,7.618232518059702e-54,0.050575292099502615,0.01848345803940058,0.006273188769891049,0.9192210937719016,2.8585486072257394e-53,0.03395653847109544
OID20762,2775,lmer,0.04182919586779037,0.027059801567285477,0.12249139903333209,0.2616612415492229,0.0135334669084223,3.553510397787888e-76,0.0331847303586604,0.014359356495155151,0.020941065974112178,0.9192210937719016,2.7049247116494787e-75,0.07728628262920442
OID20763,2775,lmer,0.005254597204042471,0.028358435231513504,0.8530400582927008,0.17082416604108927,0.011352528505237606,2.025707333114882e-48,0.021925797022301505,0.012012734350176177,0.06813003216362994,0.993566042499081,6.579047260772e-48,0.18136983972157586
OID20764,2775,lmer,-0.003266327229630678,0.025751177566325764,0.8990927955017698,0.3037231658349602,0.011447873344895691,3.3132829931057985e-132,-0.007021938927539692,0.012128720775171988,0.5626922783017796,0.9937700677269244,3.339560754775258e-130,0.7407310767550467
OID20765,2775,lmer,0.028912923734987366,0.026928139139083113,0.28323373924846007,0.09210789362275089,0.01510171613124637,1.2883934174642219e-9,-0.00393358980898258,0.01604654633167044,0.8063780759099393,0.9192210937719016,2.128871655877852e-9,0.9059241518145775
OID20766,2775,lmer,-0.023813596171327958,0.023121035121510786,0.30329797091138455,0.28808163106103096,0.010526268110904414,2.642648371020849e-139,-0.01654790729686525,0.01115555629153308,0.1381438165028504,0.9192210937719016,3.511118722042701e-137,0.30590483002866037
OID20767,2775,lmer,-0.008097738883260383,0.028273566377435076,0.7746299334419745,0.12840047810889357,0.014017060191656503,1.2969537592638152e-19,-0.008420349011068713,0.014870818901158612,0.571303662806054,0.9836350619422592,2.6126780415769344e-19,0.7467226011343334
OID20768,2775,lmer,-0.005527819343838432,0.025641975002567402,0.8293647851213423,0.23500007519079769,0.011876319680452968,2.270483873520882e-79,-0.03606339144561034,0.012588986607398711,0.004221426022410153,0.9883415390700078,1.963498332041875e-78,0.027359707901341193
OID20769,2775,lmer,-0.03680899975952858,0.02421419779299221,0.12881669032193607,0.23020761025362405,0.014777175796930588,1.357043877489102e-51,0.017810128061500355,0.01571836437987515,0.25732780556792695,0.9192210937719016,4.7334597301917006e-51,0.46173675609272585
