protein,Nobs_epvs,model_epvs,beta_epvs,SE_epvs,P_epvs,beta_time_epvs,SE_time_epvs,P_time_epvs,beta_int_time_epvs,SE_int_time_epvs,P_int_time_epvs,P_epvs_fdr,P_time_epvs_fdr,P_time_epvs_int_fdr
OID20429,2773,lmer,0.020355571924817732,0.0291672151334734,0.4854178163805397,0.17200260728556713,0.010717667543895014,1.9717075330031156e-54,-0.02910088721873923,0.011327224189215898,0.010273815661393763,0.9192210937719016,7.465415957212574e-54,0.0461036419280943
OID20430,2773,lmer,-0.004772287326180559,0.02641796145907858,0.8566857340324021,-0.03864017688800843,0.015554346712866204,0.013070089555895129,0.003616142791409891,0.016533846565409585,0.826898955993929,0.9937700677269244,0.01661760407650346,0.913705010658932
OID20431,2773,lmer,0.04517037163867791,0.02671770985691602,0.09123636507655501,0.054806919138008975,0.014906422505436175,2.4277645908865405e-4,-0.01637954597936389,0.015834315360232894,0.3010679213126631,0.9192210937719016,3.41499321422587e-4,0.5095666091470261
OID20432,2773,lmer,0.028249646575345597,0.033498422383867174,0.39927043616542623,0.004153559681175115,0.009407677439216748,0.6588968282156789,-0.005006829340040477,0.009917110001396192,0.6137123006513086,0.9192210937719016,0.6915459349638885,0.7772448244383774
OID20433,2773,lmer,0.01571110309209835,0.021667281440831968,0.46857123784563803,0.16690392759855732,0.017895727317325288,2.9400673233105995e-20,0.02919265868328935,0.01909811566348272,0.12654277745682568,0.9192210937719016,5.972075598357806e-20,0.2865100995401251
OID20434,2773,lmer,0.022302712175932073,0.027995916962520316,0.42586284130314367,-0.025689852145340968,0.017025271102179464,0.1314839184004647,0.018159510408582585,0.01810475848098453,0.31597975146873286,0.9192210937719016,0.15397736117169802,0.5273721063249799
OID20435,2773,lmer,0.015115891488774725,0.025564466227245352,0.5544730763832244,0.054144508831967364,0.01634418934489903,9.410496700392708e-4,0.008671376239154567,0.01739129606157796,0.6181170172930424,0.9254680193201702,0.0012823721144637709,0.7813092082303664
OID20436,2773,lmer,-0.015916919572272495,0.023935871070633018,0.5062283916151851,0.24079733360286018,0.016858728780305563,4.84210406015468e-44,0.05344809635545778,0.017959722688254912,0.0029580531045045834,0.9192210937719016,1.423890358936834e-43,0.02365509721751903
OID20437,2773,lmer,0.023341930012965,0.027451359237367197,0.3953750094674493,-0.01937677586343244,0.01438012778786561,0.17798942371660734,-0.025104903075919064,0.015263008719245186,0.10017593140166696,0.9192210937719016,0.2041848844284314,0.24001167826809222
OID20438,2773,lmer,-0.04681828594380922,0.031466636000955374,0.1371224370422444,-0.1016598336673198,0.01053249409161878,1.5089266332178952e-21,-0.017759375912518686,0.011120662826619084,0.11044352069794305,0.9192210937719016,3.1302998927579188e-21,0.2580546850520284
