protein,Nobs_mb_present,model_mb_present,beta_mb_present,SE_mb_present,P_mb_present,beta_time_mb_present,SE_time_mb_present,P_time_mb_present,beta_int_time_mb_present,SE_int_time_mb_present,P_int_time_mb_present,P_mb_present_fdr,P_time_mb_present_fdr,P_time_mb_present_int_fdr
OID20419,2932,lmer,NA,NA,NA,0.0039033365771579793,0.022641996921643915,0.8631454827201392,NA,NA,NA,NA,0.8833943438343721,NA
OID20420,2932,lmer,NA,NA,NA,0.03556961702944477,0.013955394844562333,0.010884552620161683,NA,NA,NA,NA,0.014574231474453778,NA
OID20421,2932,lmer,NA,NA,NA,0.08296502482255365,0.014562836341920602,1.402830810217656e-8,NA,NA,NA,NA,2.4335159989710436e-8,NA
OID20422,2932,lmer,NA,NA,NA,0.024268672704142163,0.01714612524132505,0.15710882102450027,NA,NA,NA,NA,0.1854721663386972,NA
OID20423,2932,lmer,NA,NA,NA,-0.014631158255203511,0.01619904683831935,0.3665249112316097,NA,NA,NA,NA,0.4067396793963535,NA
OID20424,2932,lmer,NA,NA,NA,0.041606980764924806,0.01730520645631277,0.016294515737272638,NA,NA,NA,NA,0.021464114240670535,NA
OID20425,2932,lmer,NA,NA,NA,0.1974951396746723,0.01998615432230863,1.6345216749944268e-22,NA,NA,NA,NA,4.001429527645486e-22,NA
OID20426,2932,lmer,NA,NA,NA,0.0402502218182141,0.02168475135481625,0.06357987055511044,NA,NA,NA,NA,0.0787474413697406,NA
OID20427,2932,lm,NA,NA,NA,0.040746253593375685,0.02342579575010591,0.08207419484888202,NA,NA,NA,NA,0.10029384261842898,NA
OID20428,2932,lmer,NA,NA,NA,-0.036564766867789714,0.018746532395561784,0.051259743595156455,NA,NA,NA,NA,0.06405824306483211,NA
OID20429,2932,lmer,NA,NA,NA,0.16145771888720065,0.0128913173195397,1.1135271965942634e-34,NA,NA,NA,NA,3.7935198084440933e-34,NA
OID20430,2932,lmer,NA,NA,NA,-0.03868745305676994,0.018056979641828078,0.032273819786495905,NA,NA,NA,NA,0.041267005789994544,NA
OID20431,2932,lmer,NA,NA,NA,0.05166988158370136,0.017713801602895287,0.0035746720552021142,NA,NA,NA,NA,0.004989859798164174,NA
OID20432,2932,lmer,NA,NA,NA,0.006187263395388604,0.011175505501136036,0.579885264224802,NA,NA,NA,NA,0.6195192351349036,NA
OID20433,2932,lmer,NA,NA,NA,0.1621597302363861,0.021941336051224572,2.141276488693623e-13,NA,NA,NA,NA,4.28989114218743e-13,NA
OID20434,2932,lmer,NA,NA,NA,-0.04552567446985919,0.01989911674919317,0.022252579178449156,NA,NA,NA,NA,0.028921426829082653,NA
OID20435,2932,lmer,NA,NA,NA,0.020778740303826596,0.019380362484599206,0.28378082994743037,NA,NA,NA,NA,0.32172939094901554,NA
OID20436,2932,lmer,NA,NA,NA,0.2202677357915018,0.020212560993020903,6.7291698932162e-27,NA,NA,NA,NA,1.814516937072966e-26,NA
OID20437,2932,lmer,NA,NA,NA,-0.020492523510418036,0.017823223397655467,0.2503790738264706,NA,NA,NA,NA,0.2861055640323587,NA
OID20438,2932,lmer,NA,NA,NA,-0.0896204074615854,0.012642261360440086,1.8773110463531723e-12,NA,NA,NA,NA,3.660693921607954e-12,NA
OID20439,2932,lmer,NA,NA,NA,0.09635295784898282,0.01950969522463336,8.525238176787875e-7,NA,NA,NA,NA,1.396820134010704e-6,NA
OID20440,2932,lmer,NA,NA,NA,-0.06584615031300149,0.018763980107168038,4.594821755872254e-4,NA,NA,NA,NA,6.73553861204343e-4,NA
OID20441,2932,lmer,NA,NA,NA,0.010246742606815405,0.018501263464972433,0.5797508204662982,NA,NA,NA,NA,0.6195192351349036,NA
OID20442,2932,lmer,NA,NA,NA,0.04383820660455174,0.020902946093760567,0.036099497281169596,NA,NA,NA,NA,0.04603788418536594,NA
OID20443,2932,lmer,NA,NA,NA,0.04530103245337824,0.012622871972750168,3.403724949060947e-4,NA,NA,NA,NA,5.022255439730009e-4,NA
OID20444,2932,lmer,NA,NA,NA,0.2623224692381665,0.020280163501233097,8.323150761783652e-37,NA,NA,NA,NA,3.0372746163163066e-36,NA
OID20445,2932,lmer,NA,NA,NA,0.16646496679425757,0.018839099760822375,2.14522899202793e-18,NA,NA,NA,NA,4.8495779920322036e-18,NA
OID20446,2932,lmer,NA,NA,NA,-0.01523461558655804,0.018140806574023144,0.4011232394446209,NA,NA,NA,NA,0.4419461850345371,NA
OID20447,2932,lmer,NA,NA,NA,0.3603249312037018,0.02022686440663872,5.318322720909976e-66,NA,NA,NA,NA,8.313078777122919e-65,NA
OID20448,2932,lmer,NA,NA,NA,-0.00851630736190348,0.015402631936416932,0.5803861352893802,NA,NA,NA,NA,0.619827794465056,NA
OID20449,2932,lmer,NA,NA,NA,0.02646423730440334,0.01696411985703973,0.11891696756589142,NA,NA,NA,NA,0.14234000663190033,NA
OID20450,2932,lmer,NA,NA,NA,-0.051094047716461075,0.019510082833862335,0.008889712741267418,NA,NA,NA,NA,0.012018792942980881,NA
OID20451,2932,lmer,NA,NA,NA,0.1906759893886723,0.020773674147632933,1.0572976188121034e-19,NA,NA,NA,NA,2.4469366110750424e-19,NA
OID20452,2932,lmer,NA,NA,NA,2.462723951186504e-4,0.014325201282359961,0.9862855576515706,NA,NA,NA,NA,0.9888847596170725,NA
OID20453,2932,lmer,NA,NA,NA,-0.00848037645984342,0.018332260518020744,0.6437074682083359,NA,NA,NA,NA,0.6807369499178604,NA
OID20454,2932,lmer,NA,NA,NA,-0.045690685425091485,0.013649699747705826,8.312094566305793e-4,NA,NA,NA,NA,0.001205171250858722,NA
OID20455,2932,lmer,NA,NA,NA,0.046154675324682065,0.017090572169204593,0.006980376266853435,NA,NA,NA,NA,0.00951662305411035,NA
OID20456,2932,lmer,NA,NA,NA,-0.008237928582375832,0.014263848140778653,0.5636414944364404,NA,NA,NA,NA,0.6048179472238309,NA
OID20457,2932,lmer,NA,NA,NA,0.09720954415615599,0.017186346336981025,1.772755523765915e-8,NA,NA,NA,NA,3.055285610830053e-8,NA
OID20458,2932,lmer,NA,NA,NA,0.14955149613500163,0.014164444802717878,2.17269489390053e-25,NA,NA,NA,NA,5.690669511533378e-25,NA
OID20459,2932,lmer,NA,NA,NA,0.25459640324281635,0.019246617914540364,2.402742628985077e-38,NA,NA,NA,NA,9.265457393830317e-38,NA
OID20460,2932,lmer,NA,NA,NA,0.28765560210947516,0.014348208891706083,1.541558371437089e-81,NA,NA,NA,NA,6.346443830578325e-80,NA
OID20461,2932,lmer,NA,NA,NA,-8.687563675469503e-4,0.01713601262668983,0.9595715199239796,NA,NA,NA,NA,0.9658497082430415,NA
OID20462,2932,lmer,NA,NA,NA,-0.03828878348070096,0.01736575607038388,0.02758021149213534,NA,NA,NA,NA,0.03551407849846326,NA
OID20463,2932,lmer,NA,NA,NA,0.2871400224641588,0.020092827223218104,3.6072346228270126e-44,NA,NA,NA,NA,1.7172551795640648e-43,NA
OID20464,2932,lmer,NA,NA,NA,0.18725790804218034,0.018536215831566248,1.9823235551639487e-23,NA,NA,NA,NA,4.9439690714541144e-23,NA
OID20465,2932,lmer,NA,NA,NA,-0.031258580305495866,0.018900603562521726,0.09831842583947992,NA,NA,NA,NA,0.11919732838191613,NA
OID20466,2932,lmer,NA,NA,NA,0.21606405796977649,0.021766167616738143,1.0709029838247816e-22,NA,NA,NA,NA,2.6348900856227583e-22,NA
OID20467,2932,lmer,NA,NA,NA,0.06588979374617154,0.0153491442778419,1.8508661577084964e-5,NA,NA,NA,NA,2.8982955555709647e-5,NA
OID20468,2932,lmer,NA,NA,NA,0.12067402092649265,0.018241244435372693,4.758084191980874e-11,NA,NA,NA,NA,8.881149484776562e-11,NA
OID20469,2932,lmer,NA,NA,NA,0.04491300588915183,0.016611479479735913,0.006915290445656991,NA,NA,NA,NA,0.009439623067653058,NA
OID20470,2932,lmer,NA,NA,NA,0.018051076590384147,0.016491817740360466,0.27384834221398674,NA,NA,NA,NA,0.31109937982568336,NA
OID20471,2932,lmer,NA,NA,NA,0.025075201484737974,0.016374518517826113,0.12584175484225982,NA,NA,NA,NA,0.15019822352140688,NA
OID20472,2932,lmer,NA,NA,NA,0.003423192718690466,0.018316413734975234,0.8517644409177274,NA,NA,NA,NA,0.8738881926298762,NA
OID20474,2932,lmer,NA,NA,NA,0.23588195693243663,0.02079882707075113,6.259642151819608e-29,NA,NA,NA,NA,1.77640136017172e-28,NA
OID20475,2932,lmer,NA,NA,NA,0.32160132345783476,0.01993759941303452,4.1783777952740334e-55,NA,NA,NA,NA,3.613431448398224e-54,NA
OID20476,2932,lmer,NA,NA,NA,0.049767394199441706,0.018100608440483355,0.006023079260317723,NA,NA,NA,NA,0.008269356823818085,NA
OID20477,2932,lmer,NA,NA,NA,0.027516270541981306,0.017420781019417138,0.1143796054540283,NA,NA,NA,NA,0.13741536651957448,NA
OID20478,2932,lmer,NA,NA,NA,0.2844195574793563,0.020476669611846257,6.255480958837718e-42,NA,NA,NA,NA,2.696868855852898e-41,NA
OID20479,2932,lmer,NA,NA,NA,0.09021808619208509,0.021377351720831148,2.5498674017240504e-5,NA,NA,NA,NA,3.962393628516427e-5,NA
OID20480,2932,lmer,NA,NA,NA,0.06753257672054014,0.015832374202009628,2.089076787222166e-5,NA,NA,NA,NA,3.263693986665094e-5,NA
OID20481,2932,lmer,NA,NA,NA,0.2315965032789686,0.012844510555703084,2.2452536913729922e-67,NA,NA,NA,NA,3.8833588993392044e-66,NA
OID20482,2932,lmer,NA,NA,NA,0.09044139800999063,0.014281777063291682,2.9789552175776787e-10,NA,NA,NA,NA,5.415103296629077e-10,NA
OID20483,2932,lmer,NA,NA,NA,0.2586463814878966,0.020383057852778035,1.5574720652051364e-35,NA,NA,NA,NA,5.445563213629921e-35,NA
OID20484,2932,lmer,NA,NA,NA,0.3070174082591917,0.020454781088351623,2.515456728009974e-48,NA,NA,NA,NA,1.4388806293489537e-47,NA
OID20485,2932,lmer,NA,NA,NA,0.34011607425465795,0.020618241367422376,2.0606160372482778e-57,NA,NA,NA,NA,2.0144416979520789e-56,NA
OID20486,2932,lmer,NA,NA,NA,0.09109360975816898,0.017930993180367154,4.1299021222709967e-7,NA,NA,NA,NA,6.839492296542846e-7,NA
OID20487,2932,lmer,NA,NA,NA,0.12341566615648647,0.01430300444554611,1.2555247871096127e-17,NA,NA,NA,NA,2.784445335903944e-17,NA
OID20488,2932,lmer,NA,NA,NA,-0.12533526484161603,0.021514179998373104,6.613498354685404e-9,NA,NA,NA,NA,1.1624326933701405e-8,NA
OID20489,2932,lmer,NA,NA,NA,0.15155171754811353,0.021137092590885205,1.0545815789367733e-12,NA,NA,NA,NA,2.0702095065360565e-12,NA
OID20490,2932,lmer,NA,NA,NA,0.24173303360684262,0.012439546114795327,4.515496888613781e-77,NA,NA,NA,NA,1.4665330450464534e-75,NA
OID20491,2932,lmer,NA,NA,NA,0.016525447990506308,0.017211350463302525,0.33709778041143235,NA,NA,NA,NA,0.37711580467864225,NA
OID20492,2932,lmer,NA,NA,NA,0.00367176734220768,0.014478041577007248,0.7998238741068945,NA,NA,NA,NA,0.8287434186509934,NA
OID20493,2932,lmer,NA,NA,NA,0.05768750070346333,0.01561210340239584,2.258348955749121e-4,NA,NA,NA,NA,3.366218254795859e-4,NA
OID20494,2932,lmer,NA,NA,NA,0.10057511996713205,0.015871126512020963,2.895017960690664e-10,NA,NA,NA,NA,5.265798070378849e-10,NA
OID20495,2932,lmer,NA,NA,NA,0.08509979947836463,0.019745226214492876,1.7131154549097145e-5,NA,NA,NA,NA,2.6863929585306304e-5,NA
OID20496,2932,lmer,NA,NA,NA,0.03257843560437559,0.018794952760113313,0.08318808024312957,NA,NA,NA,NA,0.10161251924390627,NA
OID20497,2932,lmer,NA,NA,NA,0.24852646586025656,0.01872000018650134,1.3213677672870962e-38,NA,NA,NA,NA,5.129293471155621e-38,NA
OID20498,2932,lmer,NA,NA,NA,0.1491508015063995,0.017501319689102252,3.0609079294582575e-17,NA,NA,NA,NA,6.711953396704041e-17,NA
OID20500,2933,lmer,NA,NA,NA,0.006284870030323492,0.021343764695097002,0.7684376502277375,NA,NA,NA,NA,0.7984867584840656,NA
OID20501,2933,lmer,NA,NA,NA,-0.15329602677117599,0.011105989116065213,2.0295733464698856e-41,NA,NA,NA,NA,8.610221903819267e-41,NA
OID20502,2933,lmer,NA,NA,NA,0.32513351096181214,0.020703057209657937,1.7480050909697217e-52,NA,NA,NA,NA,1.2584775568730286e-51,NA
OID20503,2933,lmer,NA,NA,NA,0.2515987969762129,0.019110606475522197,5.204520030387404e-38,NA,NA,NA,NA,1.978259044060128e-37,NA
OID20504,2933,lmer,NA,NA,NA,-0.19341730226439535,0.0203849163207338,6.4641541173785396e-21,NA,NA,NA,NA,1.5411682288007726e-20,NA
OID20505,2933,lmer,NA,NA,NA,0.2905791720893202,0.021177169019448064,5.208652358152228e-41,NA,NA,NA,NA,2.1874843165055984e-40,NA
OID20506,2933,lmer,NA,NA,NA,0.01004485215543863,0.016095091550359972,0.5326379216205145,NA,NA,NA,NA,0.5736553592103036,NA
OID20507,2933,lmer,NA,NA,NA,0.35323629475739965,0.020293155418000603,2.824665392995832e-63,NA,NA,NA,NA,3.913031726884748e-62,NA
OID20508,2933,lmer,NA,NA,NA,-0.056750526886928554,0.01888345010462309,0.002686453167689316,NA,NA,NA,NA,0.0037806945638689795,NA
OID20509,2933,lmer,NA,NA,NA,0.21435786860592437,0.012115568830310453,4.208129580764259e-65,NA,NA,NA,NA,6.307878340807143e-64,NA
OID20510,2933,lmer,NA,NA,NA,0.3230616375140173,0.020353837522255783,1.6421004226497388e-53,NA,NA,NA,NA,1.2664537032731363e-52,NA
OID20511,2933,lmer,NA,NA,NA,-0.015599758483514787,0.009244155148923069,0.09166171658204003,NA,NA,NA,NA,0.11145058135162356,NA
OID20512,2933,lmer,NA,NA,NA,0.01716206273015236,0.016449731341361035,0.2969356187055645,NA,NA,NA,NA,0.3353720299367716,NA
OID20513,2175,lmer,NA,NA,NA,0.4150068875372625,0.022387597507104437,4.4114229832979853e-69,NA,NA,NA,NA,8.77182951032654e-68,NA
OID20514,2933,lmer,NA,NA,NA,0.18196685331544946,0.019170168976066732,6.237890813535876e-21,NA,NA,NA,NA,1.4884371304461523e-20,NA
OID20515,2933,lmer,NA,NA,NA,0.2877522115951024,0.020335066659728344,2.217226299274322e-43,NA,NA,NA,NA,1.022232251226947e-42,NA
OID20516,2933,lmer,NA,NA,NA,0.27352850418632324,0.020784815360765613,5.501496606298362e-38,NA,NA,NA,NA,2.0884252701571573e-37,NA
OID20517,2175,lmer,NA,NA,NA,0.23050252204173488,0.024028106410811677,3.519310575031652e-21,NA,NA,NA,NA,8.418121776446415e-21,NA
OID20519,2933,lmer,NA,NA,NA,0.3052734546092436,0.02003478063762532,1.1406788250142978e-49,NA,NA,NA,NA,7.139623566417115e-49,NA
OID20520,2933,lmer,NA,NA,NA,-0.016895033444846396,0.015070135499610017,0.2623848653554299,NA,NA,NA,NA,0.2988896965837574,NA
OID20521,2933,lmer,NA,NA,NA,0.16680246629463127,0.021318824400443522,8.218772926026412e-15,NA,NA,NA,NA,1.698972649418331e-14,NA
OID20522,2933,lmer,NA,NA,NA,0.10117683933896875,0.015715000779894732,1.5148736371376337e-10,NA,NA,NA,NA,2.7744208279156033e-10,NA
OID20523,2933,lmer,NA,NA,NA,0.11345509975037515,0.015046188827690347,7.100947360758643e-14,NA,NA,NA,NA,1.434420811022634e-13,NA
OID20524,2933,lmer,NA,NA,NA,0.3047832008673345,0.019851176122147936,2.3381879412667905e-50,NA,NA,NA,NA,1.5187829671828508e-49,NA
OID20525,2933,lmer,NA,NA,NA,0.30814722177896214,0.017327380297385078,9.53892599986135e-66,NA,NA,NA,NA,1.475252946962684e-64,NA
OID20526,2933,lmer,NA,NA,NA,0.2996512814248102,0.020128956091261932,1.3330014709290174e-47,NA,NA,NA,NA,7.407534789972467e-47,NA
OID20527,2933,lmer,NA,NA,NA,0.0394981170477567,0.014756163378179797,0.007496287646665115,NA,NA,NA,NA,0.010186726541702523,NA
OID20528,2933,lmer,NA,NA,NA,0.15810967860879552,0.02092979081956141,6.383202319292055e-14,NA,NA,NA,NA,1.290325060808484e-13,NA
OID20529,2933,lmer,NA,NA,NA,0.06811589020269687,0.009937998895443627,9.591943087163515e-12,NA,NA,NA,NA,1.8336984724512072e-11,NA
OID20530,2933,lmer,NA,NA,NA,0.054896510504564726,0.019478635554185733,0.004875848949146513,NA,NA,NA,NA,0.006741772222495391,NA
OID20531,2933,lmer,NA,NA,NA,0.24017571130521223,0.020735019082702505,4.4912626432966695e-30,NA,NA,NA,NA,1.314110180816433e-29,NA
OID20532,2933,lmer,NA,NA,NA,0.12098304348277272,0.016871621879605503,1.0576172262649033e-12,NA,NA,NA,NA,2.0747752700485315e-12,NA
OID20533,2933,lmer,NA,NA,NA,0.2841792986871376,0.01885195988297198,1.0742148868813097e-48,NA,NA,NA,NA,6.330504262810622e-48,NA
OID20534,2933,lmer,NA,NA,NA,0.16486335934666763,0.019983818405728822,2.8535166043043045e-16,NA,NA,NA,NA,6.110497461085335e-16,NA
OID20535,2933,lmer,NA,NA,NA,0.27139267835076764,0.019462802586869537,3.087384242810327e-42,NA,NA,NA,NA,1.346928976378296e-41,NA
OID20536,2933,lmer,NA,NA,NA,0.3034773322010509,0.02038277355359368,1.2928708998739834e-47,NA,NA,NA,NA,7.198212648250769e-47,NA
OID20537,2933,lmer,NA,NA,NA,0.10228086381191427,0.014270063258532204,1.0753847738746102e-12,NA,NA,NA,NA,2.1068027439916123e-12,NA
OID20538,2933,lmer,NA,NA,NA,0.08701701991582936,0.018081686958466403,1.6043469095698408e-6,NA,NA,NA,NA,2.61253817084827e-6,NA
OID20539,2933,lmer,NA,NA,NA,-0.0012632851176309961,0.01409056461094875,0.9285707472651177,NA,NA,NA,NA,0.9414541429954697,NA
OID20540,2933,lmer,NA,NA,NA,0.2412750608498542,0.016249233245625962,2.3035042949375624e-47,NA,NA,NA,NA,1.2608882123787443e-46,NA
OID20541,2933,lmer,NA,NA,NA,0.20274199301061518,0.012641999142337814,1.7243204739441296e-54,NA,NA,NA,NA,1.4359512094982025e-53,NA
OID20542,2933,lmer,NA,NA,NA,0.31512266562041635,0.020217967881717203,9.097879847786302e-52,NA,NA,NA,NA,6.316651495268256e-51,NA
OID20543,2933,lmer,NA,NA,NA,-0.021757851144142238,0.0105123110722216,0.03860621796023602,NA,NA,NA,NA,0.049063467433813,NA
OID20544,2933,lmer,NA,NA,NA,0.29702437815179755,0.020812221249110162,4.549444641321311e-44,NA,NA,NA,NA,2.1587705660036024e-43,NA
OID20545,2933,lmer,NA,NA,NA,0.3050170339960816,0.02081806174432482,3.0486225970485068e-46,NA,NA,NA,NA,1.5744035072743438e-45,NA
OID20546,2933,lmer,NA,NA,NA,0.03463373979254783,0.013761727388936423,0.01192595754209038,NA,NA,NA,NA,0.015903090280807566,NA
OID20547,2933,lmer,NA,NA,NA,-0.01595954631526904,0.013514975221741584,0.23779389745657512,NA,NA,NA,NA,0.27321995372074254,NA
OID20548,2933,lmer,NA,NA,NA,0.05675457838489587,0.007800355411049481,4.967618512971672e-13,NA,NA,NA,NA,9.817680130774981e-13,NA
OID20549,2933,lmer,NA,NA,NA,0.4157818139680057,0.020046787901791804,1.1282042388107315e-86,NA,NA,NA,NA,5.888823196506729e-85,NA
OID20550,2933,lmer,NA,NA,NA,0.2531172128896711,0.015691711283706396,4.392933017395831e-55,NA,NA,NA,NA,3.776630355837651e-54,NA
OID20551,2933,lmer,NA,NA,NA,0.3038372706577742,0.020044198309478393,3.3454406271150355e-49,NA,NA,NA,NA,2.0457579399701357e-48,NA
OID20552,2933,lmer,NA,NA,NA,0.31009441749015354,0.020412528763245164,2.139653188168734e-49,NA,NA,NA,NA,1.325043701062968e-48,NA
OID20553,2933,lmer,NA,NA,NA,0.324489539262493,0.020208111020840233,1.1889397672847388e-54,NA,NA,NA,NA,1.0044135664084658e-53,NA
OID20554,2933,lmer,NA,NA,NA,0.29663936517240197,0.020571559689938866,6.574822165568658e-45,NA,NA,NA,NA,3.208381500827577e-44,NA
OID20555,2933,lmer,NA,NA,NA,0.2749404433079327,0.020402324458344265,1.1228002680578475e-39,NA,NA,NA,NA,4.539343269063746e-39,NA
OID20556,2933,lmer,NA,NA,NA,0.1119294672371408,0.01441340173381479,1.2971831658214843e-14,NA,NA,NA,NA,2.6626870742248586e-14,NA
OID20557,2933,lmer,NA,NA,NA,0.28873657540208886,0.019949066786602087,3.2166950461246135e-45,NA,NA,NA,NA,1.582895558892634e-44,NA
OID20558,2933,lmer,NA,NA,NA,0.3160009046820987,0.020110780081798285,1.5703599291661941e-52,NA,NA,NA,NA,1.1333733513463668e-51,NA
OID20559,2933,lmer,NA,NA,NA,0.29377137754890265,0.01997583879972636,1.4907374498205761e-46,NA,NA,NA,NA,7.781117081831329e-46,NA
OID20560,2933,lmer,NA,NA,NA,0.01680283529120375,0.010267501928466444,0.10189447014500325,NA,NA,NA,NA,0.1233281723535588,NA
OID20561,2933,lmer,NA,NA,NA,0.0575092391682928,0.015477219190381001,2.082589370234255e-4,NA,NA,NA,NA,3.1121721519400446e-4,NA
OID20562,2933,lmer,NA,NA,NA,0.12149728740420765,0.0175554385158943,6.050132395481943e-12,NA,NA,NA,NA,1.1619275290403231e-11,NA
OID20564,2933,lmer,NA,NA,NA,0.06523272319327293,0.012349906696151335,1.4198593248310694e-7,NA,NA,NA,NA,2.3852004634949517e-7,NA
OID20565,2933,lmer,NA,NA,NA,0.09878015306256269,0.016895945981018963,5.862389167040724e-9,NA,NA,NA,NA,1.0328971389547941e-8,NA
OID20566,2933,lmer,NA,NA,NA,0.12704785086283898,0.012671576042811614,4.1634909031260277e-23,NA,NA,NA,NA,1.0330971060982495e-22,NA
OID20567,2933,lmer,NA,NA,NA,0.22543399829080324,0.020642091330150734,5.2567966001946306e-27,NA,NA,NA,NA,1.4188011507265843e-26,NA
OID20568,2933,lmer,NA,NA,NA,0.12194719984749512,0.013941513715762478,4.6300871081832674e-18,NA,NA,NA,NA,1.038660369702202e-17,NA
OID20569,2933,lmer,NA,NA,NA,0.29236641162172367,0.01835622764452624,7.786199237546922e-54,NA,NA,NA,NA,6.167767038306139e-53,NA
OID20570,2933,lmer,NA,NA,NA,0.09556029874008672,0.017917531275286957,1.0741730660529111e-7,NA,NA,NA,NA,1.808645087599458e-7,NA
OID20571,2933,lmer,NA,NA,NA,0.030477917605801087,0.015466683019483115,0.04891428077951317,NA,NA,NA,NA,0.06136328013670257,NA
OID20572,2933,lmer,NA,NA,NA,0.2621197322223336,0.020161510149337352,3.767171725703695e-37,NA,NA,NA,NA,1.3920913975008722e-36,NA
OID20573,2933,lmer,NA,NA,NA,-0.013327204775197676,0.014066117621473952,0.3435166701987461,NA,NA,NA,NA,0.3833903119476651,NA
OID20574,2933,lmer,NA,NA,NA,0.36938223579159857,0.019434639883947794,3.879164292871489e-74,NA,NA,NA,NA,1.0402566264278314e-72,NA
OID20575,2933,lmer,NA,NA,NA,0.06081776379778242,0.016242908422072162,1.861043939843762e-4,NA,NA,NA,NA,2.783946487289312e-4,NA
OID20576,2933,lmer,NA,NA,NA,-0.05432902985737312,0.02007104978436397,0.0068510541408345945,NA,NA,NA,NA,0.009366525375893133,NA
OID20577,2933,lmer,NA,NA,NA,0.3364077493116236,0.02006488717456141,4.117579861139206e-59,NA,NA,NA,NA,4.576306438825057e-58,NA
OID20578,2933,lmer,NA,NA,NA,0.08717799885137707,0.012743737068605075,1.0481182999140135e-11,NA,NA,NA,NA,1.9971641399274192e-11,NA
OID20579,2933,lmer,NA,NA,NA,0.33411226581563375,0.020001162910015115,1.0122624247076109e-58,NA,NA,NA,NA,1.0999416607510582e-57,NA
OID20580,2933,lmer,NA,NA,NA,0.08443811123374835,0.014842472028622046,1.4700352404358667e-8,NA,NA,NA,NA,2.545564578077037e-8,NA
OID20581,2933,lmer,NA,NA,NA,0.017707191823779268,0.017123698814385597,0.3012275864656822,NA,NA,NA,NA,0.3399568475826985,NA
OID20582,2933,lmer,NA,NA,NA,0.3291567546630303,0.02038822075011104,3.404824412879038e-55,NA,NA,NA,NA,2.961994571084949e-54,NA
OID20583,2933,lmer,NA,NA,NA,0.2961959129825122,0.0196732067534141,1.316006522462117e-48,NA,NA,NA,NA,7.693374130313536e-48,NA
OID20584,2933,lmer,NA,NA,NA,0.16661539980519452,0.015846255183051657,3.380541997199993e-25,NA,NA,NA,NA,8.830495315295424e-25,NA
OID20585,2933,lmer,NA,NA,NA,0.11715839707148483,0.012017353866203619,5.822604529356716e-22,NA,NA,NA,NA,1.4147525385959835e-21,NA
OID20586,2175,lmer,NA,NA,NA,-0.017707284470034685,0.016180751023647837,0.2739852628743111,NA,NA,NA,NA,0.31113400286775883,NA
OID20587,2933,lmer,NA,NA,NA,0.3567229044916544,0.01957739393835437,1.0189607926917274e-68,NA,NA,NA,NA,1.9466813052535417e-67,NA
OID20588,2933,lmer,NA,NA,NA,0.31245633119811544,0.01931962912046414,2.292260758031394e-55,NA,NA,NA,NA,2.0000830435002282e-54,NA
OID20589,2933,lmer,NA,NA,NA,0.31448165264419664,0.019924250472846072,5.761193101982454e-53,NA,NA,NA,NA,4.2632828954670165e-52,NA
OID20590,2933,lmer,NA,NA,NA,-0.021344474484960418,0.015778249503390258,0.17628175122558867,NA,NA,NA,NA,0.20693636900899426,NA
OID20591,2933,lmer,NA,NA,NA,-0.010592655399215103,0.018557089084378336,0.568190302042852,NA,NA,NA,NA,0.6088050780319856,NA
OID20592,2933,lmer,NA,NA,NA,-0.08383554893433628,0.01607964851522331,2.0436662581270994e-7,NA,NA,NA,NA,3.4115570945205663e-7,NA
OID20593,2933,lmer,NA,NA,NA,0.02127038321691033,0.006065833114688099,4.6424104799867605e-4,NA,NA,NA,NA,6.801887635589625e-4,NA
OID20594,2933,lmer,NA,NA,NA,0.2969716545082595,0.020072192376270438,4.550702310283697e-47,NA,NA,NA,NA,2.4451659656175088e-46,NA
OID20595,2933,lmer,NA,NA,NA,-0.03868821470576543,0.014874350056086543,0.009364858906276198,NA,NA,NA,NA,0.012631971658073525,NA
OID20596,2933,lmer,NA,NA,NA,0.18340547885312294,0.015993975322684612,1.6352703335284435e-29,NA,NA,NA,NA,4.718553983123041e-29,NA
OID20597,2933,lmer,NA,NA,NA,0.29139133056811645,0.0202963921295285,1.4814269116342527e-44,NA,NA,NA,NA,7.14556247971439e-44,NA
OID20598,2712,lmer,NA,NA,NA,0.11691988905847431,0.01722743853734488,1.5560652396949255e-11,NA,NA,NA,NA,2.9439344308273574e-11,NA
OID20599,2933,lmer,NA,NA,NA,0.10795807215876285,0.013637963696265347,4.0600511159008854e-15,NA,NA,NA,NA,8.482865912636375e-15,NA
OID20600,2933,lmer,NA,NA,NA,0.2067317274191431,0.018649610754867565,9.534173654430053e-28,NA,NA,NA,NA,2.6241421461298535e-27,NA
OID20601,2933,lmer,NA,NA,NA,0.09906410199090149,0.011421253694927979,8.625341649676618e-18,NA,NA,NA,NA,1.9245705070232636e-17,NA
OID20602,2933,lmer,NA,NA,NA,0.058421126187966875,0.01237358565983944,2.5078462349591786e-6,NA,NA,NA,NA,4.054443885390309e-6,NA
OID20603,2933,lmer,NA,NA,NA,0.12052447407074136,0.017776949756422102,1.5840915398360643e-11,NA,NA,NA,NA,2.995019127387333e-11,NA
OID20604,2396,lmer,NA,NA,NA,0.1496245996880367,0.02190981808849155,1.2001505670304876e-11,NA,NA,NA,NA,2.2823943444568088e-11,NA
OID20605,2933,lmer,NA,NA,NA,0.07873197421397106,0.014998171703153039,1.6903193561626772e-7,NA,NA,NA,NA,2.8346548927501464e-7,NA
