protein,Nobs_mb_present,model_mb_present,beta_mb_present,SE_mb_present,P_mb_present,beta_time_mb_present,SE_time_mb_present,P_time_mb_present,beta_int_time_mb_present,SE_int_time_mb_present,P_int_time_mb_present,P_mb_present_fdr,P_time_mb_present_fdr,P_time_mb_present_int_fdr
OID30352,2935,lmer,NA,NA,NA,-0.01616993512919434,0.01802359263842494,0.3697461860903001,NA,NA,NA,NA,0.410003073574335,NA
OID30353,2935,lmer,NA,NA,NA,0.2558644447207342,0.020165500772069852,1.568003385737742e-35,NA,NA,NA,NA,5.475835001805759e-35,NA
OID30354,2935,lmer,NA,NA,NA,0.2101777665295666,0.02023483131219744,1.1903557622233269e-24,NA,NA,NA,NA,3.060167012294446e-24,NA
OID30355,2935,lmer,NA,NA,NA,-0.030889720322799078,0.018581372708317268,0.09659195441041225,NA,NA,NA,NA,0.11720144572089457,NA
OID30356,2935,lmer,NA,NA,NA,0.22811065628264524,0.019976698385791265,2.7087691114593433e-29,NA,NA,NA,NA,7.754879640348344e-29,NA
OID30357,2935,lmer,NA,NA,NA,0.27170150142015825,0.021003482158175584,8.259178970835087e-37,NA,NA,NA,NA,3.0176975164688696e-36,NA
OID30358,2935,lmer,NA,NA,NA,0.3004331798533542,0.020833856661348394,6.426336352615233e-45,NA,NA,NA,NA,3.1411674178418604e-44,NA
OID30359,2935,lmer,NA,NA,NA,0.2721405906606687,0.020627271726478595,3.631734432065127e-38,NA,NA,NA,NA,1.3931180767619902e-37,NA
OID30360,2935,lmer,NA,NA,NA,0.30890313661356555,0.020196274439698545,5.209192311695289e-50,NA,NA,NA,NA,3.324556577966229e-49,NA
OID30361,2712,lmer,NA,NA,NA,0.3148771646800822,0.021447249696326248,2.5990071950296302e-46,NA,NA,NA,NA,1.3445837223135593e-45,NA
OID30362,2935,lmer,NA,NA,NA,0.06333476824055705,0.016817154928988692,1.706946476328495e-4,NA,NA,NA,NA,2.556047413067721e-4,NA
OID30363,2935,lmer,NA,NA,NA,0.008735503732280346,0.02318146363019209,0.7063405791216043,NA,NA,NA,NA,0.7397468694992654,NA
OID30364,2935,lmer,NA,NA,NA,0.08851220438095733,0.009989958934444059,1.752578778593489e-18,NA,NA,NA,NA,3.968077281044747e-18,NA
OID30365,2935,lm,NA,NA,NA,-0.031527725573085655,0.02299500992607512,0.17045904096830353,NA,NA,NA,NA,0.200584451187742,NA
OID30366,2935,lmer,NA,NA,NA,0.09715074945215889,0.02034696106890616,1.933061552585959e-6,NA,NA,NA,NA,3.139077176782643e-6,NA
OID30367,2935,lmer,NA,NA,NA,0.024344639164656182,0.01538024449178529,0.1136157108460106,NA,NA,NA,NA,0.1365537511525037,NA
OID30369,2935,lmer,NA,NA,NA,0.21021336007143315,0.021284828503201333,1.7225521766371948e-22,NA,NA,NA,NA,4.2134058680422764e-22,NA
OID30370,2935,lmer,NA,NA,NA,0.17865714238812214,0.01502689064653135,1.5837263279513003e-31,NA,NA,NA,NA,4.888312625767318e-31,NA
OID30372,2935,lmer,NA,NA,NA,0.310630617776905,0.019976107706657843,1.5335046892702754e-51,NA,NA,NA,NA,1.049750399704219e-50,NA
OID30373,2935,lmer,NA,NA,NA,0.3102305803355161,0.020087938459181158,6.667956192590038e-51,NA,NA,NA,NA,4.470283474986394e-50,NA
OID30374,2935,lmer,NA,NA,NA,0.027006529822335968,0.011975244090602386,0.02423037927625462,NA,NA,NA,NA,0.031338671957739934,NA
OID30375,2935,lmer,NA,NA,NA,0.29841411686166897,0.02034147510958008,2.418341768084616e-46,NA,NA,NA,NA,1.255561809611249e-45,NA
OID30376,2935,lmer,NA,NA,NA,0.026683828026080974,0.004735482103600901,2.0091397620615685e-8,NA,NA,NA,NA,3.4565718213690196e-8,NA
OID30377,2935,lmer,NA,NA,NA,0.09690127665010631,0.00804921719123662,3.0292548255579635e-32,NA,NA,NA,NA,9.603592033737449e-32,NA
OID30378,2935,lmer,NA,NA,NA,0.21548803090828567,0.012149842815419367,2.0947389361499884e-65,NA,NA,NA,NA,3.189021828315842e-64,NA
OID30379,2935,lmer,NA,NA,NA,0.06828401782541255,0.017469607996942967,9.591181928435123e-5,NA,NA,NA,NA,1.4495876306523198e-4,NA
OID30380,2935,lmer,NA,NA,NA,0.05483354545465102,0.016952561061422435,0.0012386633970447277,NA,NA,NA,NA,0.0017826750908723481,NA
OID30381,2935,lmer,NA,NA,NA,0.14133699214154558,0.012756428221380433,1.0192641067457783e-27,NA,NA,NA,NA,2.8001024285882614e-27,NA
OID30382,2935,lmer,NA,NA,NA,0.21661287565297202,0.020991130403582605,2.3308373495530095e-24,NA,NA,NA,NA,5.93987582628025e-24,NA
OID30383,2935,lmer,NA,NA,NA,0.028841066572607415,0.011207103701651698,0.010141655111926495,NA,NA,NA,NA,0.013635721201546065,NA
OID30384,2935,lmer,NA,NA,NA,0.058495107274036146,0.017624457744772,9.200010768662168e-4,NA,NA,NA,NA,0.0013325882793260415,NA
OID30385,2712,lmer,NA,NA,NA,0.26373249526197035,0.02166992203189004,8.553551255498433e-33,NA,NA,NA,NA,2.778003368869102e-32,NA
OID30386,2935,lmer,NA,NA,NA,0.31668796145224437,0.020532484188125456,8.804206381997244e-51,NA,NA,NA,NA,5.862117370063313e-50,NA
OID30387,2935,lmer,NA,NA,NA,0.2546374629185847,0.013962213593294788,8.060846673526016e-69,NA,NA,NA,NA,1.5603877368686453e-67,NA
OID30388,2935,lmer,NA,NA,NA,0.04623886026249392,0.007196201897091209,1.6494754015952787e-10,NA,NA,NA,NA,3.019046085700062e-10,NA
OID30389,2935,lmer,NA,NA,NA,-0.12229419316623871,0.013942968108084973,3.755546719303832e-18,NA,NA,NA,NA,8.437711806706457e-18,NA
OID30390,2935,lmer,NA,NA,NA,0.14720228744522412,0.01212194168158911,8.942808344475186e-33,NA,NA,NA,NA,2.894776167320152e-32,NA
OID30391,2935,lmer,NA,NA,NA,0.12859613154121557,0.01252295287185869,3.929950662038041e-24,NA,NA,NA,NA,9.962919154498867e-24,NA
OID30393,2935,lmer,NA,NA,NA,0.2820320729486004,0.014605534451916374,3.160285916770165e-76,NA,NA,NA,NA,9.723700773388623e-75,NA
OID30394,2935,lmer,NA,NA,NA,0.18615791865251383,0.01367985229800228,2.2708462467198185e-40,NA,NA,NA,NA,9.322589296575885e-40,NA
OID30395,2935,lmer,NA,NA,NA,0.041413147941231875,0.009780956479239255,2.401578852508389e-5,NA,NA,NA,NA,3.73792065275933e-5,NA
OID30396,2935,lmer,NA,NA,NA,0.13443580740238192,0.01660217458846504,9.692487053132483e-16,NA,NA,NA,NA,2.0470476630279085e-15,NA
OID30397,2935,lmer,NA,NA,NA,0.24505106370134586,0.013135846823360716,1.207624741082044e-71,NA,NA,NA,NA,2.846683159824851e-70,NA
OID30398,2935,lmer,NA,NA,NA,0.0409424428371676,0.016861383457323038,0.015263588774553437,NA,NA,NA,NA,0.020160628101228963,NA
OID30399,2935,lmer,NA,NA,NA,0.15852336467111616,0.018671437982853926,3.9846641854030484e-17,NA,NA,NA,NA,8.724474467365625e-17,NA
OID30400,2935,lmer,NA,NA,NA,0.24242428342345634,0.01342118287420188,1.2920052395904899e-67,NA,NA,NA,NA,2.294657965402451e-66,NA
OID30401,2935,lmer,NA,NA,NA,-0.021458876839010266,0.013650896184363425,0.11611708544920994,NA,NA,NA,NA,0.13933096911660126,NA
OID30402,2935,lmer,NA,NA,NA,-0.11701300514327558,0.015546693297319293,7.874920099737551e-14,NA,NA,NA,NA,1.5896679179235401e-13,NA
OID30403,2935,lmer,NA,NA,NA,0.2882118362574388,0.015112855342154886,1.4853002022049145e-74,NA,NA,NA,NA,4.134792848614252e-73,NA
OID30404,2935,lmer,NA,NA,NA,0.11546452050711567,0.017744036753196933,9.660540993840638e-11,NA,NA,NA,NA,1.7838130969675417e-10,NA
OID30405,2935,lmer,NA,NA,NA,0.026834538578750268,0.009670084863560864,0.005572688433900316,NA,NA,NA,NA,0.0076726181310836665,NA
OID30406,2935,lmer,NA,NA,NA,0.04910529076812698,0.009934349976727827,8.35347692732689e-7,NA,NA,NA,NA,1.3702139763510942e-6,NA
OID30407,2935,lmer,NA,NA,NA,0.08187834114062034,0.011954736937137857,9.930214321178849e-12,NA,NA,NA,NA,1.8946485940473744e-11,NA
OID30408,2935,lmer,NA,NA,NA,0.20083517896720868,0.013394346308436363,3.338342813400674e-48,NA,NA,NA,NA,1.905854696009799e-47,NA
OID30409,2935,lmer,NA,NA,NA,0.3267710059047466,0.019394256591415113,1.1940106948260037e-59,NA,NA,NA,NA,1.3686640239123172e-58,NA
OID30410,2935,lmer,NA,NA,NA,0.10196990560863807,0.01523293046487745,2.8196376035845812e-11,NA,NA,NA,NA,5.296787092080804e-11,NA
OID30411,2935,lmer,NA,NA,NA,0.09756777626239997,0.013210025552022659,2.2275781065245376e-13,NA,NA,NA,NA,4.4566809071671624e-13,NA
OID30412,2935,lmer,NA,NA,NA,0.02654915142553569,0.00987016177791149,0.007209563769473041,NA,NA,NA,NA,0.009811190194234109,NA
OID30413,2935,lmer,NA,NA,NA,0.17846996893436293,0.016193254002959016,1.858069735009258e-27,NA,NA,NA,NA,5.071530406157849e-27,NA
OID30414,2935,lmer,NA,NA,NA,0.3553249080863505,0.020551947260027896,1.6580340650234043e-62,NA,NA,NA,NA,2.202924350937914e-61,NA
OID30415,2935,lmer,NA,NA,NA,0.22563923007179426,0.02103485906490096,3.925029042605166e-26,NA,NA,NA,NA,1.042987262866809e-25,NA
OID30416,2935,lmer,NA,NA,NA,0.07227559877773759,0.021116554999857984,6.326471779988496e-4,NA,NA,NA,NA,9.222337209530401e-4,NA
OID30417,2935,lmer,NA,NA,NA,0.18276735736204894,0.0189333171268743,1.4162837280303632e-21,NA,NA,NA,NA,3.4100472298457586e-21,NA
OID30418,2935,lmer,NA,NA,NA,0.23668446046319558,0.015512369449863648,8.843892006555064e-50,NA,NA,NA,NA,5.58330374409513e-49,NA
OID30419,2935,lmer,NA,NA,NA,0.2996189375042166,0.018322186987516097,1.7333226610182e-56,NA,NA,NA,NA,1.603323461441835e-55,NA
OID20049,2935,lmer,NA,NA,NA,0.2835197348404249,0.01635753114103615,9.173849459502328e-63,NA,NA,NA,NA,1.2357217497753597e-61,NA
OID20050,2935,lmer,NA,NA,NA,0.08724704904952926,0.02002669413842247,1.388886785849652e-5,NA,NA,NA,NA,2.1897066208406325e-5,NA
OID20051,2935,lmer,NA,NA,NA,0.32759871248995787,0.020479257967069862,2.843489731822867e-54,NA,NA,NA,NA,2.3346967657635505e-53,NA
OID20052,2935,lmer,NA,NA,NA,0.09159156503049352,0.021051416761513723,1.4253837646191825e-5,NA,NA,NA,NA,2.2460359805832184e-5,NA
OID20053,2935,lmer,NA,NA,NA,0.06060057678401524,0.01844065706894813,0.0010331170192484785,NA,NA,NA,NA,0.0014927340816921913,NA
OID20054,2935,lmer,NA,NA,NA,0.05847985719239569,0.022203212079778222,0.008508830093439662,NA,NA,NA,NA,0.011521677473830327,NA
OID20055,2935,lmer,NA,NA,NA,-0.04135532776104216,0.017237989427089925,0.016528402123356815,NA,NA,NA,NA,0.021752597661671303,NA
OID20056,2935,lmer,NA,NA,NA,-0.048658930975486396,0.01652941365977334,0.003280150724123225,NA,NA,NA,NA,0.004594097061146232,NA
OID20057,2935,lmer,NA,NA,NA,-0.036124089276051055,0.018545492956491324,0.05157261082920162,NA,NA,NA,NA,0.06442168438194716,NA
OID20058,2935,lmer,NA,NA,NA,-0.04434365429406645,0.015237788872420575,0.0036536501958531593,NA,NA,NA,NA,0.005097670416457653,NA
OID20059,2935,lmer,NA,NA,NA,-0.038714784846931256,0.01411806566248195,0.006157941016838535,NA,NA,NA,NA,0.008434705525875838,NA
OID20061,2935,lmer,NA,NA,NA,0.2587082740213117,0.018505977273513406,1.97023233164913e-42,NA,NA,NA,NA,8.725741068803646e-42,NA
OID20062,2935,lmer,NA,NA,NA,-0.009884913631263266,0.018035276329865204,0.5836934388858654,NA,NA,NA,NA,0.6229046812206589,NA
OID20063,2712,lmer,NA,NA,NA,0.04515507745753375,0.020671786119638644,0.029061267033047546,NA,NA,NA,NA,0.037322532310016684,NA
OID20064,2935,lmer,NA,NA,NA,0.025103822889449498,0.021862311128308904,0.2509948731390935,NA,NA,NA,NA,0.28669715286657693,NA
OID20065,2935,lmer,NA,NA,NA,-0.024881831643625556,0.022214542456105508,0.2628198321443902,NA,NA,NA,NA,0.29915201298989585,NA
OID20066,2935,lmer,NA,NA,NA,0.10544670899662129,0.018492054330409107,1.3601808795478064e-8,NA,NA,NA,NA,2.36233434992171e-8,NA
OID20067,2935,lmer,NA,NA,NA,0.020862055336451444,0.016143501078019592,0.1964086136733917,NA,NA,NA,NA,0.2289997518018843,NA
OID20068,2935,lmer,NA,NA,NA,0.31358542867166345,0.02047388687635255,3.91510786866519e-50,NA,NA,NA,NA,2.5262384768451104e-49,NA
OID20069,2935,lmer,NA,NA,NA,0.10136371733126151,0.016469017432079253,9.075034270202162e-10,NA,NA,NA,NA,1.6313853119188757e-9,NA
OID20070,2935,lmer,NA,NA,NA,-0.04417588894303311,0.012116187505664717,2.732914397368511e-4,NA,NA,NA,NA,4.057038488323087e-4,NA
OID20071,2935,lmer,NA,NA,NA,0.09355581511232151,0.017931170808748963,2.0036400773846715e-7,NA,NA,NA,NA,3.348564863462204e-7,NA
OID20072,2935,lmer,NA,NA,NA,0.2345110197974183,0.01973620006521147,1.6411196225676685e-31,NA,NA,NA,NA,5.038857832736655e-31,NA
OID20073,2935,lmer,NA,NA,NA,0.08175518870752252,0.01548532211404756,1.439169116345007e-7,NA,NA,NA,NA,2.41625004427137e-7,NA
OID20074,2935,lmer,NA,NA,NA,-6.205914776487324e-5,0.01821285549614575,0.9972816075423587,NA,NA,NA,NA,0.9972816075423587,NA
OID20075,2935,lmer,NA,NA,NA,0.025071523713958828,0.014729750910648298,0.08889432267578573,NA,NA,NA,NA,0.10822078516506527,NA
OID20076,2935,lmer,NA,NA,NA,0.02599859149115635,0.017906381761476412,0.14668307627223007,NA,NA,NA,NA,0.1734444303979484,NA
OID20077,2935,lmer,NA,NA,NA,0.3365265470164441,0.020411777402359207,2.431838342099884e-57,NA,NA,NA,NA,2.353729627138398e-56,NA
OID20078,2935,lmer,NA,NA,NA,0.16884265202559318,0.012868333122031667,9.43788430722343e-38,NA,NA,NA,NA,3.5504421917650043e-37,NA
OID20079,2935,lmer,NA,NA,NA,0.2606246478550051,0.014196894394745184,1.212887475583772e-69,NA,NA,NA,NA,2.532335779379547e-68,NA
OID20080,2935,lmer,NA,NA,NA,0.13882483704957438,0.019665109219454933,2.30525763771683e-12,NA,NA,NA,NA,4.477254534914481e-12,NA
OID20081,2935,lmer,NA,NA,NA,-0.012728748614836858,0.016339893980147006,0.4360741215629095,NA,NA,NA,NA,0.47739500274471325,NA
OID20082,2935,lmer,NA,NA,NA,0.21055155610203272,0.018800585169544932,2.836507086010478e-28,NA,NA,NA,NA,7.934076758285768e-28,NA
OID20083,2935,lmer,NA,NA,NA,0.28899859258390237,0.01621525303488948,5.022060636832618e-66,NA,NA,NA,NA,7.892195291108463e-65,NA
OID20084,2935,lmer,NA,NA,NA,0.3077165071774002,0.020147855458413213,7.214792210490621e-50,NA,NA,NA,NA,4.5845299198400184e-49,NA
OID20085,2935,lmer,NA,NA,NA,0.18355628103150815,0.02187880999592483,9.069389133965205e-17,NA,NA,NA,NA,1.9636906991540958e-16,NA
OID20086,2935,lmer,NA,NA,NA,0.3502272751505691,0.019568491776683475,1.5867761727566226e-66,NA,NA,NA,NA,2.576748196093115e-65,NA
OID20087,2935,lmer,NA,NA,NA,0.30115112621908224,0.017824300463050925,6.041234724411473e-60,NA,NA,NA,NA,7.035270557551687e-59,NA
OID20088,2935,lmer,NA,NA,NA,0.004325482853770848,0.012751801811466311,0.7344911298571604,NA,NA,NA,NA,0.7675786816490812,NA
OID20089,2712,lmer,NA,NA,NA,0.2692035956415605,0.016110995078866302,2.196376296114297e-58,NA,NA,NA,NA,2.3093553645834855e-57,NA
OID20090,2935,lmer,NA,NA,NA,0.13880807389746688,0.011675150523027415,1.587090782877476e-31,NA,NA,NA,NA,4.893529913872218e-31,NA
OID20091,2935,lmer,NA,NA,NA,0.2830761512595473,0.019939324346573833,1.2001521177930706e-43,NA,NA,NA,NA,5.6039051762126925e-43,NA
OID20092,2935,lmer,NA,NA,NA,0.2779899985052644,0.020665226901903463,1.5463334074016637e-39,NA,NA,NA,NA,6.225802410241133e-39,NA
OID20093,2935,lmer,NA,NA,NA,0.12891523806235478,0.01657546454654508,1.181448399842138e-14,NA,NA,NA,NA,2.430241852736502e-14,NA
OID20094,2935,lmer,NA,NA,NA,0.1225912464451095,0.01607267597389161,3.706256732846754e-14,NA,NA,NA,NA,7.533649812316455e-14,NA
OID20095,2935,lmer,NA,NA,NA,0.0966679801659404,0.013137764094729356,2.727135236360949e-13,NA,NA,NA,NA,5.433821605918919e-13,NA
OID20096,2935,lmer,NA,NA,NA,0.09064762602720909,0.017887337328709396,4.4003524167426375e-7,NA,NA,NA,NA,7.283256010271081e-7,NA
OID20097,2935,lmer,NA,NA,NA,0.2377547576236207,0.02041097934469196,2.206420441329168e-30,NA,NA,NA,NA,6.521099039438987e-30,NA
OID20098,2935,lmer,NA,NA,NA,0.30945851302407457,0.017822606980621505,5.742890722027526e-63,NA,NA,NA,NA,7.844144663778718e-62,NA
OID20099,2935,lmer,NA,NA,NA,0.0701058514655818,0.01474666371909469,2.138681265574037e-6,NA,NA,NA,NA,3.46720207391731e-6,NA
OID20100,2935,lmer,NA,NA,NA,0.17963750077835083,0.01668004851806526,2.5434529335085688e-26,NA,NA,NA,NA,6.783314712267835e-26,NA
OID20101,2935,lmer,NA,NA,NA,0.15904408259568828,0.015478853375036412,3.702312217718588e-24,NA,NA,NA,NA,9.393974489923119e-24,NA
OID20102,2935,lmer,NA,NA,NA,0.2325557784029242,0.016338068184842777,7.65291682214419e-44,NA,NA,NA,NA,3.5848519024242733e-43,NA
OID20103,2935,lmer,NA,NA,NA,0.14538775968111817,0.017709798523535426,3.961373175003445e-16,NA,NA,NA,NA,8.451893277762825e-16,NA
OID20104,2935,lmer,NA,NA,NA,0.19863980239423273,0.016820545942267808,3.7812548926346763e-31,NA,NA,NA,NA,1.1489197558389977e-30,NA
OID20105,2935,lmer,NA,NA,NA,0.054100443034555475,0.015045098656564409,3.3123682816156775e-4,NA,NA,NA,NA,4.892396405842661e-4,NA
OID20106,2935,lmer,NA,NA,NA,0.20851465252200962,0.014062057774426425,3.0523066508639863e-47,NA,NA,NA,NA,1.649148306927067e-46,NA
OID20107,2935,lmer,NA,NA,NA,0.4845335394795195,0.01898607839429847,1.7984004017733504e-124,NA,NA,NA,NA,4.7788403403486396e-122,NA
OID20108,2935,lmer,NA,NA,NA,0.2571990262699588,0.020003439434184783,2.120790117308387e-36,NA,NA,NA,NA,7.662632277988152e-36,NA
OID20109,2935,lmer,NA,NA,NA,0.11484180148925775,0.015445213648756098,1.546289922102796e-13,NA,NA,NA,NA,3.1128136655003253e-13,NA
OID20110,2935,lmer,NA,NA,NA,0.33448975540060805,0.020406946642463952,9.951864603628351e-57,NA,NA,NA,NA,9.293706145816509e-56,NA
OID20111,2175,lmer,NA,NA,NA,0.3645038072198943,0.022170259873387787,6.854216268543976e-56,NA,NA,NA,NA,6.145666918084063e-55,NA
OID20112,2935,lmer,NA,NA,NA,0.31858400110469354,0.019845961598130384,1.2887596088326508e-54,NA,NA,NA,NA,1.0793823314091228e-53,NA
OID20113,2935,lmer,NA,NA,NA,-0.02208897490500444,0.010698816270538637,0.039091095061215005,NA,NA,NA,NA,0.04955042101644903,NA
OID20114,2935,lmer,NA,NA,NA,0.3799753474980138,0.020205491606423917,9.401149283446957e-73,NA,NA,NA,NA,2.3287762165691064e-71,NA
OID20115,2935,lmer,NA,NA,NA,-0.03758373036912732,0.012876138841295114,0.003552939254963028,NA,NA,NA,NA,0.004966638662007141,NA
OID20116,2935,lmer,NA,NA,NA,0.026030002018571075,0.018200201309854003,0.15281635676164246,NA,NA,NA,NA,0.18055061067675057,NA
OID20117,2935,lmer,NA,NA,NA,-0.03625195745998517,0.017192860692079093,0.03510887696025621,NA,NA,NA,NA,0.044852817899837805,NA
OID20118,2935,lmer,NA,NA,NA,0.17186013348033274,0.02015833783651855,2.984115735408807e-17,NA,NA,NA,NA,6.553396164237372e-17,NA
OID20119,2398,lmer,NA,NA,NA,0.03792755072935666,0.016526245117645423,0.021873481352932128,NA,NA,NA,NA,0.028466690113366253,NA
OID20120,2935,lmer,NA,NA,NA,-0.019160312382965502,0.01596599411089088,0.23025914318325638,NA,NA,NA,NA,0.2657115971277767,NA
OID20121,2935,lmer,NA,NA,NA,0.19351491083271266,0.013355408285592393,2.701148439988512e-45,NA,NA,NA,NA,1.3404850407617013e-44,NA
OID20122,2935,lm,NA,NA,NA,0.43042664384431034,0.02042545008938302,6.937375459462795e-92,NA,NA,NA,NA,5.336302228423618e-90,NA
OID20123,2935,lmer,NA,NA,NA,0.30095086132453047,0.020006992505021585,1.6633394601001438e-48,NA,NA,NA,NA,9.589627696001421e-48,NA
OID20124,2935,lmer,NA,NA,NA,0.23918983688845927,0.02033420211386054,6.305183333359048e-31,NA,NA,NA,NA,1.8960957698979936e-30,NA
OID20125,2935,lmer,NA,NA,NA,0.2278073697602786,0.013697310310585215,3.151322468805331e-58,NA,NA,NA,NA,3.2780482477999933e-57,NA
OID20126,2935,lmer,NA,NA,NA,0.18504520666485622,0.015261821568591181,1.0981188791989634e-32,NA,NA,NA,NA,3.542827244921159e-32,NA
OID20127,2935,lmer,NA,NA,NA,0.2846181644326879,0.02018604219808164,4.17041200129835e-43,NA,NA,NA,NA,1.904705356217981e-42,NA
OID20128,2935,lmer,NA,NA,NA,0.10342421073084884,0.015449796901094378,2.8163756780765802e-11,NA,NA,NA,NA,5.29406180515617e-11,NA
OID20129,2935,lmer,NA,NA,NA,0.05843909574728956,0.01609230200889614,2.889714256914633e-4,NA,NA,NA,NA,4.278943653982509e-4,NA
OID20130,2935,lmer,NA,NA,NA,0.17919136473095784,0.019265846286541224,3.545471456914943e-20,NA,NA,NA,NA,8.297368349529525e-20,NA
OID20131,2935,lmer,NA,NA,NA,0.3205924532139977,0.019801457550208457,1.734520636936613e-55,NA,NA,NA,NA,1.5225236701999158e-54,NA
OID20132,2935,lmer,NA,NA,NA,0.057790239484736786,0.014620607357674434,8.001869525197359e-5,NA,NA,NA,NA,1.2150371232286692e-4,NA
OID20133,2935,lmer,NA,NA,NA,0.231140463451226,0.014771204577776007,4.048525259859025e-52,NA,NA,NA,NA,2.8446729169634445e-51,NA
OID20134,2935,lmer,NA,NA,NA,0.10524237854531507,0.010403543076603272,1.7583413325132612e-23,NA,NA,NA,NA,4.392847619603643e-23,NA
OID20135,2935,lmer,NA,NA,NA,0.360324364594961,0.019964576897059803,1.4772018100630757e-67,NA,NA,NA,NA,2.5855454436014193e-66,NA
OID20136,2935,lmer,NA,NA,NA,0.11439724223480321,0.017598844035124593,1.0122653449320861e-10,NA,NA,NA,NA,1.8656063072109e-10,NA
OID20137,2935,lmer,NA,NA,NA,0.030424360080867015,0.01592010237001469,0.056140877743580495,NA,NA,NA,NA,0.0699785866287786,NA
OID20138,2935,lmer,NA,NA,NA,0.3340186851135082,0.020107117419244695,3.949825771757596e-58,NA,NA,NA,NA,4.079625699946097e-57,NA
OID20139,2935,lmer,NA,NA,NA,-0.04273668109129367,0.01696839860779108,0.011860402339387274,NA,NA,NA,NA,0.01583011691234201,NA
OID20140,2935,lmer,NA,NA,NA,0.3243610880290416,0.019965716812294133,8.125085985246122e-56,NA,NA,NA,NA,7.222558389340747e-55,NA
OID20141,2935,lmer,NA,NA,NA,0.32544536072549163,0.020551183485443963,2.6434370751360473e-53,NA,NA,NA,NA,1.9965805092048236e-52,NA
OID20142,2935,lmer,NA,NA,NA,0.26575469309677846,0.017065586263418486,1.153870990762311e-51,NA,NA,NA,NA,7.935917425878201e-51,NA
OID20143,2935,lmer,NA,NA,NA,0.3733026936435406,0.019180708290655837,2.2132195645674023e-77,NA,NA,NA,NA,7.435908950839676e-76,NA
OID20144,2935,lmer,NA,NA,NA,0.3614418330589692,0.020225832615708397,2.3150273994332126e-66,NA,NA,NA,NA,3.697718627619279e-65,NA
OID20145,2935,lmer,NA,NA,NA,0.06401657904079468,0.010404826115554648,9.222759295908118e-10,NA,NA,NA,NA,1.654887993980321e-9,NA
OID20146,2935,lmer,NA,NA,NA,0.2713552516493303,0.01984390664600354,9.410320394815765e-41,NA,NA,NA,NA,3.91828582821175e-40,NA
OID20147,2935,lmer,NA,NA,NA,0.13334033891346483,0.01802066111035828,2.009048936616257e-13,NA,NA,NA,NA,4.030507921571256e-13,NA
OID20148,2935,lmer,NA,NA,NA,0.3099986747913364,0.016220753480715503,7.8574419801941e-75,NA,NA,NA,NA,2.2516963635399365e-73,NA
OID20149,2935,lmer,NA,NA,NA,-0.013070371271546236,0.005661528599203151,0.021069032470508023,NA,NA,NA,NA,0.027456434200309833,NA
OID20150,2935,lmer,NA,NA,NA,0.34257775443326416,0.020221870264161574,3.0810422772157974e-60,NA,NA,NA,NA,3.6461079256282492e-59,NA
OID20151,2935,lmer,NA,NA,NA,0.3236618510456051,0.020330313744517402,8.232804786214685e-54,NA,NA,NA,NA,6.486385010810115e-53,NA
OID20152,2935,lmer,NA,NA,NA,0.1893534889908621,0.01266177765755667,5.714196177787109e-48,NA,NA,NA,NA,3.236937098385992e-47,NA
OID20154,2935,lmer,NA,NA,NA,0.2731375092950553,0.015938895863676077,1.673422754071196e-61,NA,NA,NA,NA,2.0814530681489814e-60,NA
OID20155,2935,lmer,NA,NA,NA,0.21803974305615134,0.012617496863558642,2.093849783873781e-62,NA,NA,NA,NA,2.744539425230073e-61,NA
OID20156,2935,lmer,NA,NA,NA,0.043604361510929494,0.02124814479454024,0.04028576074173136,NA,NA,NA,NA,0.05095425298488999,NA
OID20157,2935,lmer,NA,NA,NA,0.14906640549096561,0.014377368444082248,1.4583150604520091e-24,NA,NA,NA,NA,3.745742461951865e-24,NA
OID20158,2935,lmer,NA,NA,NA,0.06274313746538089,0.014485885525783377,1.5564325024186888e-5,NA,NA,NA,NA,2.445942045467649e-5,NA
OID20159,2935,lmer,NA,NA,NA,0.2004997244239517,0.013657024281173191,2.1956028558043645e-46,NA,NA,NA,NA,1.1419478910171098e-45,NA
OID20160,2935,lmer,NA,NA,NA,0.3052489676337207,0.019495009664389946,3.3222910026538822e-52,NA,NA,NA,NA,2.3513454239121786e-51,NA
OID20161,2935,lmer,NA,NA,NA,0.007897371187007106,0.014402401709070187,0.5835225226420603,NA,NA,NA,NA,0.6229046812206589,NA
OID20162,2935,lmer,NA,NA,NA,0.4246873586546875,0.02032028380304052,7.151562116359432e-88,NA,NA,NA,NA,3.944153974739362e-86,NA
OID20163,2935,lmer,NA,NA,NA,0.11439917068178565,0.009048707307244852,2.861612437674613e-35,NA,NA,NA,NA,9.934077381618638e-35,NA
OID20164,2935,lmer,NA,NA,NA,-0.19279660077782534,0.01737605349069702,8.517021618962742e-28,NA,NA,NA,NA,2.3463953055822896e-27,NA
OID20165,2935,lmer,NA,NA,NA,0.19519077699746465,0.01465356634086376,7.837829313428988e-39,NA,NA,NA,NA,3.0628308934696437e-38,NA
OID20166,2935,lmer,NA,NA,NA,0.019999612929874712,0.015858610747213626,0.20741459698913425,NA,NA,NA,NA,0.24096695826678835,NA
OID20167,2712,lmer,NA,NA,NA,0.32155919277959855,0.01659080647732491,2.7570519094241512e-76,NA,NA,NA,NA,8.573258224730632e-75,NA
